id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	cpp.diff1	cpp.diff2	cpp.diff3	cpp.diff4	cpp.diff5	cpp.diff6	cpp.diff	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	sens1	sens2	sens3	sens4	sens5	sens6	sens	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	glucose	tail	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	glu.age	glu.weight	rip.age	rip.weight	wild	brain	ppi.weight	ppi.age	ppi.box	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim	ppi3.logit	ppi6.logit	ppi12.logit	coat	deaf	is.gen50	is.gen51	is.gen52	is.gen53	is.gen54	is.gen55	is.gen56	is.coatA	is.coatB	is.coatW	is.batch1	is.batch2	is.batch3	is.batch4	is.batch5	is.batch6	is.batch7	is.batch8	is.batch9	is.batch10	is.batch11	is.batch12	is.batch13	is.batch14	is.batch15	is.batch16	is.batch17	is.batch18	is.batch19	is.batch20	is.batch21	is.batch22	is.cpp.box1	is.cpp.box2	is.cpp.box3	is.cpp.box4	is.cpp.box5	is.cpp.box6	is.cpp.box7	is.cpp.box8	is.cpp.box9	is.cpp.box10	is.cpp.box11	is.cpp.box12	is.ppi.box1	is.ppi.box2	is.ppi.box3	is.ppi.box4	is.ppi.box5	avg.nostim	diff.start.nostim
46450	50	WR	BrF49-63	45373	45423	126	112	21	0.545454545	7/19/2012	TestF50-30	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	2	31.9	6	30.8	0	31.9	6	31.8	0	29.5	6	31.5	9	14.3	43.9	-39.3	-24.2	9.3	22.6	0.014777889	137.8	141.3	187	169.6	133.6	158.8	928.1	152.1	185.2	147.7	145.4	142.9	181.4	954.7	37	42	25	24	20	27	175	38	25	20	19	22	11	135	245	263	346	180	132	206	1372	2362	2200	1660	1803	1750	1561	11336	519	539	293	323	330	253	2257	466	177	217	167	222	140	1389	764	802	639	503	462	459	3629	390	236	147	216	78	169	1236	2593	1942	1383	1355	1197	959	9429	164	22	0	0	0	0	0	0	0	75	32.5	83	34.4	NA	n	32.5	68	2	70.28141257	75.86865046	64.3210293	82.125	-85.33333333	52	-2.327595458	-2.150096459	-2.116630145	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6.5	75.625
46451	50	WR	BrF49-63	45373	45423	126	112	21	0.545454545	7/19/2012	TestF50-29	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	10	21.2	6	21.1	0	20.3	4	20.8	0	20.9	5	22	3	-20.3	-15.2	-14	50.2	0.3	29	0.016666333	150.1	161.3	176.7	120.5	137.7	117.1	863.4	129.8	146.1	162.7	170.7	138	146.1	893.4	39	34	33	34	30	28	198	72	37	32	23	19	19	202	-10	103	11	-95	30	62	101	2693	2256	1668	1317	1269	1306	10509	420	347	336	455	323	347	2228	313	235	168	102	69	90	977	410	450	347	360	353	409	2329	NA	NA	NA	NA	NA	NA	NA	2289	1540	1128	956	845	746	7504	121	21	0	0	0	0	7	0	0	75	23.8	83	23.7	NA	y	23.8	68	2	71.50083512	76.94297304	66.30271216	74.54166667	1.5	28	-2.294818316	-2.142572489	-2.110476524	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3.5	71.04166667
46454	50	AGR	BrF49-72	45433	45474	112	110	21	0.75	7/18/2012	TestF50-30	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	3	34.4	4	34.2	1	35.3	7	35.7	1	33.7	5	36.3	4	48.4	-7.8	44.6	33.2	35.4	58.5	0.117944889	140.9	185.4	147.5	148.7	160.2	142.4	925.1	189.3	177.6	192.1	181.9	195.6	200.9	1137.4	21	23	36	29	17	17	143	30	22	27	23	24	15	141	-25	124	88	78	64	33	362	1312	1233	1174	1154	1295	1067	7235	328	123	85	86	83	88	793	302	205	135	144	111	137	1034	303	247	173	164	147	121	1155	245	253	247	220	159	218	1342	1494	1253	899	1040	1078	777	6541	141	21	0	0	0	0	0	0	0	76	38.7	84	40.6	NA	y	38.7	69	3	39.33993399	62.7223698	42.88684966	61.79166667	-20.33333333	42	-2.573990329	-2.403454492	-2.199844965	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.25	56.54166667
46455	50	AGR	BrF49-72	45433	45474	112	110	21	0.75	7/18/2012	TestF50-29	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	11	23.6	7	23.4	0	24	5	24	0	24.1	4	24	0	40	38.6	-19.3	40.9	-27.7	-55.8	0.009278222	139.3	161.4	202	156.7	180.5	NA	1089.8	179.3	200	182.7	197.6	152.8	194.1	1106.5	35	43	26	23	18	20	165	39	37	35	15	11	21	158	28	-84	-46	165	152	190	405	1664	1898	1257	1324	1104	884	8131	633	441	165	28	5	14	1286	365	335	321	236	259	183	1699	661	357	119	193	157	204	1691	NA	NA	NA	NA	NA	NA	NA	2394	2056	1562	1131	852	849	8844	91	20	0	0	0	0	7	0	0	76	26	84	27.6	NA	n	26	69	3	51.9193712	69.95436105	53.80324544	79.875	-26	47	-2.401286797	-2.282409873	-2.15213645	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5.875	74
46457	50	AGL	BrF49-60	45350	45306	124	132	21	0.333333333	7/18/2012	TestF50-29	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	12	15.6	3	15.9	0	16.8	7	16.9	3	17.2	9	17.8	5	37.2	34.1	58.4	-67.3	25.4	9.8	0.054221778	162.7	190.1	133.2	217	168.3	155.7	1027	199.9	224.2	191.6	149.7	193.7	165.5	1124.6	51	39	44	21	40	38	233	37	20	25	21	17	28	148	18	140	48	138	13	-50	307	1973	1524	1892	988	1205	1281	8863	497	316	397	468	570	494	2742	361	277	288	226	219	144	1515	515	456	445	606	583	444	3049	NA	NA	NA	NA	NA	NA	NA	1784	978	1134	1070	912	1010	6888	79	6	0	0	0	0	7	0	0	76	19.3	84	19.4	NA	n	19.3	69	4	69.44657434	84.64406144	66.45504529	74.58333333	-21.66666667	27	-2.342175625	-2.155322624	-2.068711815	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3.375	71.20833333
46458	50	BL	BrF49-60	45350	45306	124	132	21	0.333333333	7/18/2012	TestF50-30	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	4	28.4	6	30.5	0	29.6	5	29.9	0	29.4	5	29.9	8	13.5	-9.9	-3.9	33.5	-24.8	19.7	0.015611444	146.5	204.1	204.2	155.6	204.1	185.9	1100.4	160	194.2	200.3	189.1	179.3	205.6	1128.5	23	23	25	25	13	21	130	37	24	16	23	19	8	127	132	340	210	145	-25	169	971	1130	1424	1208	1276	739	1053	6830	443	328	272	344	563	376	2326	471	214	224	190	162	103	1364	575	668	482	489	538	545	3297	251	239	121	139	101	75	926	1716	1398	976	913	909	616	6528	100	25	0	0	0	0	0	0	0	76	29.2	84	29.5	NA	n	29.2	69	4	70.02948989	71.63637504	66.48003681	44.91666667	1.833333333	37	-2.235749338	-2.151666996	-2.141744073	B	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4.625	40.29166667
46461	50	AGR	BrF49-78	45448	45345	112	127	21	0.272727273	7/18/2012	TestF50-31	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	5	21.3	1	20.2	0	20.2	4	20.7	0	20.5	4	19.7	4	20.8	0.1	-90.4	-46.6	12.1	-56.8	-0.089333667	137.2	152.1	213.8	147.7	166.5	185.6	1002.9	158	152.2	123.4	101.1	178.6	128.8	842.1	47	33	28	44	41	33	226	61	NA	NA	38	32	41	301	155	267	277	NA	NA	417	NA	1879	1768	1475	1625	1589	1361	9697	407	378	375	222	144	147	1673	424	285	223	342	301	272	1847	562	645	652	701	671	564	3795	379	334	246	297	301	238	1795	2274	2030	2041	1433	1254	1655	10687	73	9	0	0	0	0	0	0	0	76	21.9	84	22.3	NA	y	21.9	69	1	75.03875969	75.03875969	74.72868217	24.20833333	-8.833333333	47	-2.12690134	-2.121443172	-2.121443172	A	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5.875	18.33333333
46462	50	AGR	BrF49-78	45448	45345	112	127	21	0.272727273	7/18/2012	TestF50-32	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	9	30.3	0	31.1	0	31.5	2	31.7	0	31.5	0	31.8	5	-12.7	-51.8	-3.8	17.9	-39.9	-33.8	-0.068944222	169.9	205.2	173.2	166.9	197.2	160.8	1073.2	157.2	153.4	169.4	184.8	157.3	127	949.1	40	23	24	30	29	33	179	25	30	35	22	15	15	142	31	119	-82	-41	82	-144	-35	2630	1833	1909	1689	1653	1687	11401	389	392	439	449	405	460	2534	321	253	263	251	260	171	1519	420	511	357	408	487	316	2499	320	232	258	141	189	79	1219	1651	1435	1571	878	968	991	7494	120	24	0	0	0	0	0	0	0	76	33.9	84	35.3	NA	n	33.9	69	1	75.0103338	79.46773874	71.61858385	36.91666667	-8.666666667	47	-2.216493469	-2.121608965	-2.096344118	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5.875	31.04166667
46465	50	WR	BrF49-73	45436	45456	114	112	21	0.545454545	7/18/2012	TestF50-31	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	6	20.2	6	19.5	0	19.2	2	19.3	0	19.3	3	20.1	4	-16.1	25.1	7.6	15.2	93.5	23.4	0.082610667	177.7	206.8	178	146.7	120.4	168.6	998.2	161.6	231.9	185.6	161.9	213.9	192	1146.9	32	21	20	24	22	38	157	40	38	24	29	11	14	156	77	168	82	11	-22	0	316	2049	1873	1602	1538	1402	1946	10410	485	323	353	398	415	502	2476	391	202	214	209	191	218	1425	562	491	435	409	393	502	2792	271	219	116	240	201	165	1212	2356	2105	1652	1558	1257	1152	10080	46	12	0	0	0	0	0	0	0	76	20	84	22	NA	n	20	69	2	67.06695779	79.11520067	66.2091911	36.83333333	-14.83333333	27	-2.278008806	-2.170568901	-2.098290473	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3.375	33.45833333
46466	50	WR	BrF49-58	45344	45477	128	110	21	0.4	7/18/2012	TestF50-32	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	58	12	30.7	4	30.9	0	31.1	4	31.5	4	31.9	7	31.7	5	7.7	46.9	53.1	33.9	-14.1	23.3	0.068000444	155.8	123.8	141.9	137.9	130.6	152.7	871.1	163.5	170.7	195	171.8	116.5	176	993.5	31	25	27	20	33	27	163	36	26	32	25	13	15	147	51	130	170	121	90	87	649	1895	2060	1665	1651	1517	1242	10030	290	229	168	242	248	245	1422	NA	NA	NA	NA	NA	NA	NA	341	359	338	363	338	332	2071	NA	NA	NA	NA	NA	NA	NA	1754	1455	1271	1084	667	868	7099	115	22	0	0	6.9	0	6.9	0	0	76	31.7	84	31.7	NA	n	28.8	69	2	64.68613782	76.78663991	64.6396222	86.20833333	-44.83333333	27	-2.278003195	-2.18637037	-2.111366665	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3.375	82.83333333
46469	50	AGL	BrF49-64	45372	45308	127	133	21	0.545454545	7/19/2012	TestF50-31	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	7	20.9	7	20.9	0	20.1	4	20.6	0	20.8	4	20.9	2	33	-2.1	17.4	31.8	1.6	-14	0.037610778	141.3	173.4	144.7	162.3	154.7	161.7	938.1	174.3	171.3	162.1	194.1	156.3	147.7	1005.8	28	34	21	25	24	20	152	39	48	36	40	25	22	210	33	-98	22	115	-72	-149	-149	1164	1160	832	952	912	881	5901	400	469	409	370	366	436	2450	331	238	203	161	198	189	1320	433	371	431	485	294	287	2301	317	228	187	227	222	195	1376	1700	1818	1534	1441	1327	1178	8998	74	17	0	0	0	0	0	0	0	75	22.6	83	25	NA	n	22.6	68	3	51.27698458	58.48086808	44.376166	40.58333333	13.16666667	35	-2.630313133	-2.287844862	-2.230438942	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4.375	36.20833333
46470	50	AGL	BrF49-64	45372	45308	127	133	21	0.545454545	7/19/2012	TestF50-32	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	11	26.9	6	27.6	0	27.9	5	28.5	0	28.1	6	27.7	3	56.4	62.6	29.5	75.8	-1.4	12	0.130499556	162.9	156.3	153.9	149.3	164.8	158.8	946	219.3	218.9	183.4	225.1	163.4	170.8	1180.9	24	29	27	22	29	19	150	31	30	32	28	21	19	161	-14	6	-6	-116	-45	25	-150	1518	1410	1363	1381	1376	895	7943	477	439	438	436	400	344	2534	NA	NA	NA	NA	NA	NA	NA	463	445	432	320	355	369	2384	NA	NA	NA	NA	NA	NA	NA	1674	1461	1224	980	1037	1197	7573	111	22	0	0	6.9	0	6.9	0	0	75	28	83	28.2	NA	n	28	68	3	37.4749653	62.56837835	37.35055692	73.33333333	-16.16666667	40	-2.919995662	-2.424628186	-2.200919254	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	68.33333333
46473	50	WL	BrF49-58	45344	45477	128	110	21	0.4	7/19/2012	TestF50-31	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	8	18	3	18.3	0	18.1	4	18.6	0	18.6	2	19	2	2.3	15.7	-18.4	-12.3	-22.6	-59	-0.052389333	165.2	183.2	205.2	197.7	185	179.8	1116.1	167.5	198.9	186.8	185.4	162.4	120.8	1021.8	31	43	41	25	43	31	214	58	47	33	34	29	27	228	-195	-49	35	183	223	126	323	2047	2153	1665	1354	1775	1404	10398	736	392	321	242	201	342	2234	381	182	198	181	201	169	1312	541	343	356	425	424	468	2557	373	239	188	293	243	197	1533	2447	1901	1582	1494	1211	1169	9804	86	13	0	0	0	0	0	0	0	75	19.8	83	20.1	NA	n	19.8	68	4	51.95735953	71.77196924	51.93094509	96.125	-6.5	30	-2.492594247	-2.282090566	-2.140916881	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3.75	92.375
46474	50	WRL	BrF49-73	45436	45456	114	112	21	0.545454545	7/19/2012	TestF50-32	M	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	57	10	27.7	4	28	0	27.5	6	27.4	0	26.8	5	27.7	5	-23.9	45.3	27.8	-2.4	48.4	52.4	0.097777444	194	134.2	160.8	152.3	115.8	114	842.7	170.1	179.5	188.6	149.9	164.2	166.4	1018.7	15	36	23	30	40	27	171	31	26	28	24	23	22	154	167	345	275	217	289	143	1436	2365	1607	1645	1454	1563	1425	10059	550	291	407	445	523	554	2770	485	190	232	185	119	163	1374	717	636	682	662	812	697	4206	340	223	234	201	119	136	1253	2501	1921	2086	1427	1560	1292	10787	107	25	0	0	0	0	0	0	0	75	28.8	83	30.9	NA	y	31.7	68	4	77.65328649	86.1201842	73.40150023	78.45833333	-10	34	-2.246024313	-2.106454557	-2.0611387	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4.25	74.20833333
46478	50	WR	BrF49-68	45428	45395	115	128	21	0.5	7/21/2012	TestF50-34	M	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	55	5	31.3	2	31.7	0	31.5	4	32.3	0	32.5	5	34	4	32.3	19	51.8	21.7	55.3	54.1	0.130111444	119	181.7	118.6	165.5	139.7	112.2	836.7	151.3	200.7	170.4	187.2	195	166.3	1070.9	12	22	12	13	20	19	98	20	21	29	20	11	14	115	79	65	185	108	113	114	664	808	969	932	725	887	822	5143	228	256	204	292	349	256	1585	224	165	185	142	138	121	975	307	321	389	400	462	370	2249	191	153	123	95	84	130	776	1213	1114	1114	929	634	744	5748	183	22	0	0	0	0	0	0	0	73	34.5	82	36.9	NA	n	34.5	66	1	79.64912281	83.49415205	71.36452242	44.04166667	-13.83333333	46	-2.29063492	-2.095346036	-2.074702614	W	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5.75	38.29166667
46479	50	BR	BrF49-68	45428	45395	115	128	21	0.5	7/21/2012	TestF50-33	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	55	1	20	0	20.7	0	20.9	2	20.8	1	20.7	5	22.5	1	-7.1	-0.6	-18.4	-88.8	-46.7	97.2	-0.035777667	144.6	125.2	163.8	190.3	197.2	99.8	920.9	137.5	124.6	145.4	101.5	150.5	197	856.5	27	29	22	24	18	15	135	52	28	34	32	25	23	194	123	49	31	46	129	32	410	1905	1973	1722	1660	1331	1416	10007	429	416	370	408	389	494	2506	276	286	148	178	208	182	1278	552	465	401	454	518	526	2916	286	208	221	238	183	139	1275	2753	2138	2301	2012	1658	2099	12961	109	14	0	0	0	0	0	0	0	73	24.8	81	28.6	NA	y	24.8	66	1	54.60784314	56.2745098	50.60457516	11.375	-6.5	46	-2.386162417	-2.260366889	-2.247237406	B	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5.75	5.625
46482	50	AGR	BrF49-83	45469	45400	114	128	21	0.7	7/22/2012	TestF50-34	M	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	54	6	31.6	8	31.4	0	30.6	7	30.2	0	29.9	9	29.7	6	29.8	25	0.6	19.6	40.1	-27.8	0.048499778	165.9	147.9	136.9	189.8	148.3	150.4	939.2	195.7	172.9	137.5	209.4	188.4	122.6	1026.5	24	33	32	20	24	16	149	27	15	21	14	25	15	117	-3	97	127	0	37	46	304	2176	2153	1859	1926	1712	1697	11523	410	295	210	322	338	358	1933	302	236	183	138	137	100	1096	407	392	337	322	375	404	2237	337	299	267	247	239	220	1609	2229	1758	2052	1535	1893	1538	11005	136	22	0	0	0	0	0	0	0	72	30.1	81	32.1	NA	y	30.1	65	2	6.914938637	66.2314854	37.93482861	51.54166667	-57.33333333	45	-2.389083972	-3.159911254	-2.17604954	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5.625	45.91666667
46483	50	BL	BrF49-83	45469	45400	114	128	21	0.7	7/22/2012	TestF50-33	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	54	2	20.4	3	20.6	1	20.5	4	20.6	1	20.5	4	21.3	0	42.2	8.4	13	57.6	-13.4	20.5	0.071277667	160.5	202	172.7	164	168.6	160.7	1028.5	202.7	210.4	185.7	221.6	155.2	181.2	1156.8	31	33	34	16	34	29	177	47	23	40	37	NA	NA	259	-306	-116	-203	-71	142	195	-359	2239	2215	2107	1364	1866	1455	11246	807	632	582	511	248	306	3086	474	457	433	377	408	403	2552	501	516	379	440	390	501	2727	369	318	310	330	323	204	1854	2972	2174	2449	2043	2259	1789	13686	79	12	0	0	0	0	0	0	0	72	22.6	80	23.2	NA	n	22.6	65	2	45.41436207	66.84034395	45.45030599	51.33333333	-2.166666667	29	-2.617003477	-2.340829969	-2.17204874	B	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.625	47.70833333
46486	50	AGL	BrF49-69	45419	45309	127	135	21	0.3	7/21/2012	TestF50-34	M	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	55	7	29.1	3	29.8	0	29.9	5	29.7	0	29.3	5	28.8	4	67.9	12.2	79.9	68.5	29.6	-90.6	0.093055111	151.7	158.4	123	160.4	137.2	140.6	871.3	219.6	170.6	202.9	228.9	166.8	NA	1038.8	29	31	28	20	22	23	153	37	34	34	22	17	9	153	-42	55	46	31	28	126	244	2332	2092	2063	1531	1444	1022	10484	362	234	214	281	238	219	1548	215	186	130	224	79	107	941	320	289	260	312	266	345	1792	243	146	147	102	167	112	917	1477	1042	1011	711	639	280	5160	153	25	0	0	0	0	0	0	0	73	26.9	82	28.7	NA	n	26.9	66	3	52.07185512	58.48935028	46.91366864	64.79166667	-11.83333333	46	-2.518970961	-2.281129589	-2.230375585	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5.75	59.04166667
46487	50	AGR	BrF49-69	45419	45309	127	135	21	0.3	7/21/2012	TestF50-33	F	3	9/14/2012	9/25/2012	10/2/2012	10/10/2012	Sep	Sep	Oct	Oct	55	3	17.5	4	18.1	0	18.6	5	18.6	1	17.8	4	17.9	5	27.8	38.9	94.3	-3.5	31	101.2	0.160944778	159.2	174.9	110.3	157.9	180.3	111.7	894.3	187	213.8	204.6	154.4	211.3	212.9	1184	26	23	24	32	21	23	149	33	27	28	31	22	18	159	-92	131	453	416	387	239	1534	1830	1315	1310	1459	1305	1225	8444	615	439	379	432	464	470	2799	446	392	346	365	415	305	2269	523	570	832	848	851	709	4333	333	276	265	261	164	210	1509	1938	1467	1404	1657	1272	1529	9267	77	11	0	0	0	0	0	0	0	73	17.9	81	19.4	NA	n	17.9	66	3	38.56834924	50.97283085	40.42518417	77.875	-5	47	-2.497089688	-2.412090708	-2.290441863	A	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.875	72
46490	50	BR	BrF49-74	45347	45470	117	113	21	0.5	7/21/2012	TestF50-34	M	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	55	8	27.2	8	28.5	0	28.3	10	28.5	0	27.8	10	27.7	7	-46.5	-6	-26	-97.2	17.4	-31.3	-0.105333	194.5	192.5	178.4	207	149.5	202.8	1124.7	148	186.5	152.4	109.8	166.9	171.5	935.1	50	44	40	23	38	26	221	52	53	47	36	31	23	242	20	-181	-273	-246	39	-290	-931	2075	1731	1524	1138	1383	1338	9189	574	662	693	645	411	705	3690	253	175	173	190	164	136	1091	594	481	420	399	450	415	2759	232	214	151	200	144	147	1088	2158	1692	1589	1589	1456	1262	9746	54	15	0	0	0	0	0	0	0	73	26.6	82	29.8	NA	n	26.6	66	4	44.69074913	59.76272994	33.05385231	28.625	0.833333333	41	-3.999956568	-2.347837121	-2.220966323	B	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.125	23.5
46491	50	BR	BrF49-74	45347	45470	117	113	21	0.5	7/21/2012	TestF50-35	F	3	9/14/2012	9/25/2012	10/2/2012	10/11/2012	Sep	Sep	Oct	Oct	55	9	21.8	2	22.1	0	21.5	4	21.8	0	22.4	6	23.8	4	44.5	-3.6	8.3	60.5	25.2	32.3	0.092888444	154.2	165	150.5	148.7	119.2	165.2	902.8	198.7	161.4	158.8	209.2	144.4	197.5	1070	31	31	40	31	NA	40	235	56	39	35	35	27	23	215	-92	216	201	187	315	94	921	2412	2120	2197	1889	2345	2319	13282	576	314	334	311	199	290	2024	369	275	183	122	140	161	1250	484	530	535	498	514	384	2945	NA	NA	NA	NA	NA	NA	NA	2841	2072	1946	1743	1621	1521	11744	87	10	0	0	0	0	6.9	0	0	73	24	82	25.5	NA	n	24	66	1	65.45261101	80.60992292	64.05080882	46.29166667	16.33333333	46	-2.334388019	-2.18122111	-2.090096463	B	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5.75	40.54166667
