id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	cpp.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp.diff.p	cpp.diff1	cpp.diff2	cpp.diff3	cpp.diff4	cpp.diff5	cpp.diff6	cpp.diff	sens1	sens2	sens3	sens4	sens5	sens6	sens	wild	wild.binary	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	ppi.date	ppi.mo	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim	ppi3.logit	ppi6.logit	ppi12.logit	glu.date	glu.mo	glu.age	glu.weight	glucose	rip.date	rip.mo	rip.age	rip.weight	brain	coat	deaf	gen50	gen51	gen52	gen53	gen54	gen55	gen56	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	batch11	batch12	batch13	batch14	batch15	batch16	batch17	batch18	batch19	batch20	batch21	batch22	cpp.box1	cpp.box2	cpp.box3	cpp.box4	cpp.box5	cpp.box6	cpp.box7	cpp.box8	cpp.box9	cpp.box10	cpp.box11	cpp.box12	ppi.box1	ppi.box2	ppi.box3	ppi.box4	ppi.box5	coat1	coat2	coat3	tail
49035	51	AGR	BrF50-68	46363	46204	93	108	22	0.25	10/7/2012	TestF51-31	F	5	11/28/2012	Nov	66	4	17.9	0	18.3	0	18.3	5	18.9	1	19	3	20.2	4	181.1	215.1	203.6	158	146	180.6	1084.4	0.602444444	185.6	187.8	163.8	149.4	105.4	80.8	872.8	0.48489	32	37	36	32	38	31	206	36	32	36	39	23	18	184	1484	1616	1600	1502	917	1146	8265	383	435	384	420	421	302	2345	320	254	250	215	175	140	1354	570	606	442	380	422	380	2800	193	146	115	204	179	127	964	1793	1326	1592	1419	970	838	7938	-0.117555555	4.5	-27.3	-39.8	-8.6	-40.6	-99.8	-211.6	187	171	58	-40	1	78	455	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	19.4	66	4	20.2112551	63.9676904	72.0308894	52.06994497	50.08333333	-43.83333333	34	-0.59634835	0.24926857	0.410840121	12/19/2012	Dec	73	20	101	1/3/2013	Jan	81	22.3	n	A	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	8.3
49036	51	WL	BrF50-46	46168	46362	107	93	22	0.3	10/7/2012	TestF51-30	M	5	11/28/2012	Nov	66	10	33.1	9	32.6	2	32.6	6	32.5	0	32.8	7	33.5	8	179.4	158	172.7	211.5	168.5	175.6	1065.7	0.592055556	170.6	174.9	174.7	182.9	195.2	153.2	1051.5	0.58417	29	19	19	14	30	17	128	48	32	31	37	38	24	210	1724	1152	889	636	1056	814	6271	468	249	261	223	143	197	1541	394	142	104	152	104	132	1028	395	464	387	288	346	344	2224	329	191	177	146	125	97	1065	2667	2309	1584	1578	1737	1722	11597	-0.007888889	-8.8	16.9	2	-28.6	26.7	-22.4	-14.2	-73	215	126	65	203	147	683	0	0	6.9	0	0	0	0	0	0	12/12/2012	Dec	34.7	66	3	39.60860541	61.16594735	57.14921095	52.64125457	35.04166667	-6	83	-0.183185507	0.197296991	0.125051415	12/19/2012	Dec	73	35.5	128	1/3/2013	Jan	81	41.6	n	W	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	8.6
49040	51	WR	BrF50-68	46363	46204	93	108	22	0.25	10/7/2012	TestF51-30	M	5	11/28/2012	Nov	66	11	26.7	6	26.5	0	26.5	4	26.7	0	27.2	7	27.3	0	112.1	119.6	122.3	137.3	177.3	176.6	845.2	0.469555556	165.8	129.1	165.6	123.4	121.8	115.9	821.6	0.45644	30	29	27	29	35	27	177	36	28	29	23	32	18	166	1533	1295	1326	1339	1156	937	7586	333	268	207	289	157	255	1509	202	82	111	73	115	69	652	230	163	135	82	98	123	831	213	105	74	156	181	124	853	1794	1300	1536	1122	1315	970	8037	-0.013111112	53.7	9.5	43.3	-13.9	-55.5	-60.7	-23.6	-103	-105	-72	-207	-59	-132	-678	0	0	6.9	0	0	0	0	0	0	12/12/2012	Dec	28	66	4	41.11231864	61.2932674	59.89077868	54.09878824	71.20833333	-35.5	36	-0.156052484	0.199626261	0.174115729	12/19/2012	Dec	73	28	109	1/3/2013	Jan	81	33.8	n	W	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	9.1
49041	51	WR	BrF50-53	46223	46342	95	95	22	0.6	10/7/2012	TestF51-33	F	5	11/28/2012	Nov	66	8	18.1	0	18.1	0	18.4	4	19.3	1	19.7	6	19.7	3	140.9	174.7	186.5	200.6	195.1	184.6	1082.4	0.601333333	169.4	132	138.1	188.6	195.1	194.4	1017.6	0.56533	28	39	28	22	28	22	167	36	32	25	25	28	13	159	2014	2130	1422	894	1252	888	8600	555	111	268	449	516	545	2444	407	230	175	203	257	128	1400	393	417	442	450	341	376	2419	253	98	198	167	102	52	870	1852	1556	1162	1314	1231	852	7967	-0.036	28.5	-42.7	-48.4	-12	0	9.8	-64.8	-162	306	174	1	-175	-169	-25	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	19.7	66	1	45.3975994	68.83533383	74.85746437	63.03013253	48.125	-1.5	48	-0.080178849	0.344148944	0.473826038	12/19/2012	Dec	73	19.3	116	1/3/2013	Jan	81	20.8	n	W	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	7.7
49045	51	AGR	BrF50-51	46162	46194	106	108	22	0.666666667	10/7/2012	TestF51-33	F	5	11/28/2012	Nov	66	9	23	0	22.8	0	22.3	1	22.6	0	23	4	24.5	3	158.1	183.7	151	170.1	172.6	185.6	1021.1	0.567277778	118.8	109.9	167.9	86.2	71	144.9	698.7	0.38817	11	18	27	18	20	23	117	36	46	42	28	24	41	217	1423	1130	1420	1253	1020	1111	7357	376	383	378	334	313	353	2137	272	178	148	182	117	134	1031	393	386	216	259	342	424	2020	288	201	183	176	209	140	1197	1849	1877	2004	1367	1254	1567	9918	-0.179111111	-39.3	-73.8	16.9	-83.9	-101.6	-40.7	-322.4	17	3	-162	-75	29	71	-117	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	27.1	66	2	53.83271093	67.55588612	76.50036928	65.96298878	78.20833333	-25.66666667	32	0.066711877	0.318527278	0.512602494	12/19/2012	Dec	73	28	105	1/3/2013	Jan	81	31.6	y	A	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	8.1
49048	51	WR	BrF50-53	46223	46342	95	95	22	0.6	10/7/2012	TestF51-32	M	5	11/28/2012	Nov	66	5	22.1	2	23.3	0	23.1	5	23.7	1	24	5	25	3	140.3	102	123.1	77.8	147.9	181.6	772.7	0.429277778	147.7	160.5	171.5	175.5	133.9	111.3	900.4	0.50022	30	29	18	15	21	18	131	18	22	27	31	22	18	138	1904	1508	1362	1159	1272	1323	8528	436	359	342	454	537	465	2593	424	341	368	372	307	257	2069	460	600	512	459	511	571	3113	215	299	167	143	173	107	1104	1050	1098	1325	1355	1048	1122	6998	0.070944444	7.4	58.5	48.4	97.7	-14	-70.3	127.7	24	241	170	5	-26	106	520	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	26.7	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12/19/2012	Dec	73	27.7	136	1/3/2013	Jan	81	29.2	y	W	NA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	1	8.1
49052	51	AGL	BrF50-51	46162	46194	106	108	22	0.666666667	10/7/2012	TestF51-32	M	5	11/28/2012	Nov	66	6	22	6	23.6	0	23.4	7	24.3	0	24.6	9	26	9	143.8	186.7	141.9	180.7	167.6	182.6	1003.3	0.557388889	177.8	202.8	203.8	173.8	146.5	190.6	1095.3	0.6085	34	25	32	26	35	32	184	57	41	41	30	22	37	228	2149	1426	1631	1466	1940	1922	10534	342	330	371	415	471	459	2388	373	264	187	205	136	89	1254	443	532	466	456	453	486	2836	357	185	332	257	315	220	1666	2701	1954	1975	1632	1494	1653	11409	0.051111111	34	16.1	61.9	-6.9	-21.1	8	92	101	202	95	41	-18	27	448	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	25.4	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12/19/2012	Dec	73	25.4	66	1/3/2013	Jan	81	30.1	n	A	NA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	0	0	8.2
49055	51	AGL	BrF50-30	46096	46085	104	105	28	0.5	10/3/2012	TestF51-33	F	5	11/28/2012	Nov	70	10	28.7	4	29	4	29.4	5	29.9	2	30.4	6	32.4	8	164.1	142.1	177.7	195.4	80.8	186.6	946.7	0.525944444	175.9	215.6	194.5	178.7	151.1	124.5	1040.3	0.57794	25	32	28	24	11	18	138	38	24	23	26	17	18	146	1467	1531	1397	1296	543	904	7138	367	528	352	397	375	383	2402	290	331	299	91	133	271	1415	570	592	292	373	319	516	2662	478	194	263	361	159	119	1574	2337	2102	1324	2052	1433	1447	10695	0.052	11.8	73.5	16.8	-16.7	70.3	-62.1	93.6	203	64	-60	-24	-56	133	260	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	37.4	70	3	8.534482759	21.59482759	51.54094828	27.22341954	26.04166667	-10.33333333	32	-1.030080189	-0.559994973	0.026777493	12/19/2012	Dec	77	39.8	112	1/3/2013	Jan	85	43.2	n	A	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	7.6
49056	51	BR	BrF50-30	46096	46085	104	105	28	0.5	10/3/2012	TestF51-32	M	5	11/28/2012	Nov	70	7	32.3	1	32.1	0	32	7	31.9	0	32.2	6	31.5	7	118.4	189	106.7	130.7	88.4	183.6	816.8	0.453777778	168.4	150.3	154.6	103.9	128.1	116.3	821.6	0.45644	12	6	9	17	10	18	72	47	37	38	32	47	46	247	777	460	453	669	501	631	3491	195	187	230	161	133	200	1106	327	270	306	267	148	187	1505	223	186	145	153	107	135	949	245	128	130	146	171	123	943	1399	1114	1040	1097	1359	1046	7055	0.002666666	50	-38.7	47.9	-26.8	39.7	-67.3	4.8	28	-1	-85	-8	-26	-65	-157	0	0	0	0	0	0	0	0	0	12/12/2012	Dec	32.3	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12/19/2012	Dec	77	33	91	1/3/2013	Jan	85	38	n	B	NA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	0	8.1
49210	51	WR	BrF50-76	26578	46500	170	142	20	0.545454545	12/8/2012	TestF51-42	M	6	1/28/2013	Jan	51	1	24.7	3	25.5	0	25.7	4	26.6	1	26.9	8	26.3	4	135.1	129.8	154.1	153.2	186.3	162.2	920.7	0.5115	165	162.3	175.1	144	168.9	137	952.3	0.52906	42	39	41	35	33	21	211	45	36	25	28	25	21	180	2234	1784	1662	1331	1176	906	9093	600	380	325	297	304	337	2243	497	243	242	244	250	164	1640	561	586	560	527	508	385	3127	514	296	246	162	198	138	1554	2985	2184	1613	1682	1236	1566	11266	0.017555556	29.9	32.5	21	-9.2	-17.4	-25.2	31.6	-39	206	235	230	204	48	884	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	27.4	65	1	22.96076805	32.62297025	56.77847576	37.45407135	52.66666667	-64.33333333	41	-0.525725533	-0.314988362	0.118483651	2/18/2013	Feb	72	28.1	106	2/25/2013	Feb	82	29.6	y	W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8
49211	51	WL	BrF50-76	26578	46500	170	142	20	0.545454545	12/8/2012	TestF51-43	F	6	1/28/2013	Jan	51	5	19	3	18.2	0	18.5	4	18.3	1	18.5	3	20.6	1	166.8	194.1	179	193.6	145.6	187.2	1066.3	0.592388889	130	138.7	152.8	115.4	171.5	138	846.4	0.47022	28	37	29	32	37	21	184	48	43	32	45	26	41	235	1983	1630	1373	1822	1519	923	9250	653	555	606	578	733	618	3743	650	360	284	370	251	207	2122	553	583	594	488	471	591	3280	354	329	279	255	210	187	1614	2222	1681	1564	1421	1082	1524	9494	-0.122166667	-36.8	-55.4	-26.2	-78.2	25.9	-49.2	-219.9	-100	28	-12	-90	-262	-27	-463	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	21.6	65	1	67.33615222	69.08033827	68.09725159	68.17124736	19.08333333	-11.66666667	46	0.314180953	0.349119722	0.329301485	2/18/2013	Feb	72	20.4	110	2/25/2013	Feb	82	21.6	n	W	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.4
49213	51	BR	BrF50-77	46165	46492	171	141	19	0.428571429	12/9/2012	TestF51-43	F	6	1/28/2013	Jan	50	6	21.8	0	21.6	0	21.4	2	21.6	0	21.9	7	21.5	7	119.2	214.2	159.6	150.1	196.7	153.1	992.9	0.551611111	173.6	211	165.6	141.4	132.3	138.7	962.6	0.53478	38	45	30	22	28	42	205	70	41	35	33	25	30	234	2655	2477	1936	1693	1769	2190	12720	433	642	727	918	1081	530	4331	382	336	261	218	164	144	1505	687	1130	1034	1120	1212	962	6145	239	240	275	273	175	121	1323	3356	2517	2382	2387	1835	1893	14370	-0.016833333	54.4	-3.2	6	-8.7	-64.4	-14.4	-30.3	254	488	307	202	131	432	1814	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	23.2	64	2	83.23998689	86.31689058	88.38656013	85.98114587	66.45833333	-9.333333333	37	0.696057649	0.799910987	0.881425356	2/18/2013	Feb	71	22.1	81	2/25/2013	Feb	81	23.5	n	B	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7.9
49214	51	WL	BrF50-77	46165	46492	171	141	19	0.428571429	12/9/2012	TestF51-42	M	6	1/28/2013	Jan	50	2	22.8	7	23.6	1	23.8	8	23.7	2	23.6	10	22.8	6	167.3	212	151.9	170.8	154.4	182.6	1039	0.577222222	215.8	174.4	170.6	164.1	154.5	168.8	1048.2	0.58233	40	37	41	42	33	30	223	51	40	32	32	30	35	220	3821	2220	2961	2798	2660	2321	16781	576	328	403	569	548	508	2932	281	171	209	265	284	161	1371	446	382	467	517	505	612	2929	277	183	160	230	259	234	1343	3202	2782	2226	2982	2698	2393	16283	0.005111111	48.5	-37.6	18.7	-6.7	0.1	-13.8	9.2	-130	54	64	-52	-43	104	-3	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	24.2	64	2	37.6122449	51.32653061	82.46938776	57.13605442	50.58333333	-30.66666667	27	-0.219770103	0.023049606	0.672495687	2/18/2013	Feb	71	23.5	75	2/25/2013	Feb	81	25.3	n	W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7.4
49217	51	WR	BrF50-78	46166	46394	171	141	19	0.727272727	12/9/2012	TestF51-43	F	6	1/28/2013	Jan	50	7	20.5	2	20.8	0	21.3	5	22.3	0	22.1	4	18.8	4	97.6	119.2	178.1	88.7	144.9	82.5	711	0.395	187.8	176	164.8	89.1	125.5	92.4	835.6	0.46422	26	39	29	26	36	30	186	37	19	25	16	22	28	147	1259	1461	1269	960	1068	1118	7135	378	256	242	344	325	210	1755	371	243	234	270	105	195	1418	552	463	377	389	254	354	2389	359	312	400	297	262	390	2020	1769	807	914	773	761	953	5977	0.069222222	90.2	56.8	-13.3	0.4	-19.4	9.9	124.6	174	207	135	45	-71	144	634	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	21.8	64	3	45.08914769	57.04292487	68.67824384	56.93677213	44.33333333	-15.5	45	-0.085586159	0.123167082	0.340973077	2/18/2013	Feb	71	21.7	77	2/25/2013	Feb	81	23.1	y	W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	8.3
49218	51	BR	BrF50-78	46166	46394	171	141	19	0.727272727	12/9/2012	TestF51-42	M	6	1/28/2013	Jan	50	3	25.4	8	25.4	0	25.5	5	26	0	25.8	6	25.2	3	139.1	111.1	154.5	102.3	144.4	124.3	775.7	0.430944444	160.2	124.5	156.5	171.5	155.3	141.5	909.5	0.50528	26	30	26	30	32	28	172	35	25	31	34	35	23	183	1777	1641	1312	1478	1249	1235	8692	442	249	220	332	398	310	1951	329	261	254	256	220	217	1537	345	569	551	551	618	473	3107	319	244	282	233	223	179	1480	1889	1223	1322	1406	1381	1017	8238	0.074333333	21.1	13.4	2	69.2	10.9	17.2	133.8	-97	320	331	219	220	163	1156	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	27.1	64	3	21.43747403	42.6838388	52.53219776	38.88450353	54.45833333	3.5	49	-0.564041827	-0.128013624	0.044026446	2/18/2013	Feb	71	28.7	116	2/25/2013	Feb	81	30.3	n	B	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7.8
49221	51	AGL	BrF50-79	46183	46460	171	144	19	0.4	12/9/2012	TestF51-43	F	6	1/28/2013	Jan	50	8	19.1	4	18.8	0	19.5	10	20.1	0	20.2	4	20.2	5	174.8	171.1	127.6	155	134.8	153.5	916.8	0.509333333	165.5	172.3	177.7	170.5	171.8	115.1	972.9	0.5405	59	28	23	30	48	30	218	64	43	54	36	28	38	263	2085	1590	1122	1363	1450	1160	8770	439	404	396	530	475	478	2722	465	282	152	129	144	101	1273	594	423	464	536	604	643	3264	275	171	196	192	206	98	1138	2104	1792	1687	1267	1082	1030	8962	0.031166667	-9.3	1.2	50.1	15.5	37	-38.4	56.1	155	19	68	6	129	165	542	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	20.4	64	4	57.60334646	80.85875984	85.55610236	74.67273622	67.33333333	7.5	30	0.133116136	0.625757004	0.772566589	2/18/2013	Feb	71	20.8	78	2/25/2013	Feb	81	21.4	n	A	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	7.8
49222	51	AGR	BrF50-79	46183	46460	171	144	19	0.4	12/9/2012	TestF51-42	M	6	1/28/2013	Jan	50	4	23.8	0	24.5	0	25.3	5	25.4	1	25.6	6	25.1	4	148.5	136.5	143.2	135.7	111.1	152	827	0.459444444	189.3	180.2	172.8	171.6	174.4	181.7	1070	0.59444	50	40	24	42	36	37	229	40	25	30	36	52	34	217	2192	2102	1774	1872	1677	1714	11331	635	583	493	506	515	487	3219	443	224	297	292	306	190	1752	664	487	551	530	622	498	3352	479	376	351	299	265	304	2074	2840	2112	1798	1838	2289	1595	12472	0.135	40.8	43.7	29.6	35.9	63.3	29.7	243	29	-96	58	24	107	11	133	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	27	64	4	42.85633255	72.53451597	87.27861475	67.55648776	98.04166667	20.66666667	37	-0.124953106	0.42175746	0.83637344	2/18/2013	Feb	71	26.7	113	2/25/2013	Feb	81	28.6	n	A	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	7.8
49226	51	BR	BrF50-87	46449	46444	143	143	NA	NA	12/8/2012	TestF51-44	M	6	1/28/2013	Jan	51	9	24	4	24.5	0	25.1	8	25.9	0	26.4	7	26.1	5	169.1	149.5	159.4	127.8	104.5	135	845.3	0.469611111	198.5	178.8	190	179.7	209.5	193.3	1149.8	0.63878	31	25	29	25	31	30	171	44	32	40	35	27	27	205	2056	1778	1669	1557	1694	1760	10514	508	366	323	344	390	323	2254	434	374	394	252	272	219	1945	508	497	414	409	425	373	2626	490	430	335	200	307	234	1996	2404	1970	1756	1648	1335	1370	10483	0.169166667	29.4	29.3	30.6	51.9	105	58.3	304.5	0	131	91	65	35	50	372	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	27.2	65	1	38.9176826	72.18275974	82.40392707	64.50145647	45.75	-28.83333333	46	-0.195768534	0.414119441	0.670532156	2/18/2013	Feb	72	27.6	125	2/25/2013	Feb	82	30.7	y	B	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	8.2
49229	51	WR	BrF50-87	46449	46444	143	143	NA	NA	12/8/2012	TestF51-45	F	6	1/28/2013	Jan	51	1	18.1	1	18.9	1	19.5	5	20.3	0	20.1	1	21.7	0	134.1	119.4	135.7	139.6	151.5	157.5	837.8	0.465444444	169.9	171.7	148.1	148.1	113.4	159.8	911	0.50611	44	60	64	52	53	44	317	58	94	94	78	68	61	453	2873	3119	3643	3057	2838	2454	17984	614	522	479	563	530	543	3251	588	595	627	510	497	479	3296	731	754	810	807	981	899	4982	528	577	346	382	352	386	2571	3379	4943	3918	3239	3056	3081	21616	0.040666667	35.8	52.3	12.4	8.5	-38.1	2.3	73.2	117	232	331	244	451	356	1731	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	20.3	65	1	32.31585194	36.57117425	59.39396187	42.76032935	57.16666667	5.166666667	51	-0.321071357	-0.239147766	0.165151678	2/18/2013	Feb	72	21.5	63	2/25/2013	Feb	82	21.7	n	W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7.7
49230	51	WR	BrF50-81	46195	46456	170	143	20	0.6	12/8/2012	TestF51-44	M	6	1/28/2013	Jan	51	10	23.1	3	23.2	0	23	3	23.2	0	22.8	6	22.2	4	151.9	194.5	219.3	194	192	170.3	1122	0.623333333	145.4	88.9	99.1	102.5	25.6	159.7	621.2	0.34511	32	25	16	21	23	17	134	47	37	22	20	8	23	157	2106	2030	1369	1499	1541	1428	9973	479	455	466	576	463	349	2788	320	248	186	260	162	86	1262	496	632	305	279	342	251	2305	233	244	249	130	66	163	1085	2700	2169	1467	1593	847	1683	10459	-0.278222222	-6.5	-105.6	-120.2	-91.5	-166.4	-10.6	-500.8	17	177	-161	-297	-121	-98	-483	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	22.2	65	2	29.94566501	48.93928656	53.8530593	44.24600362	24.20833333	-3	31	-0.369101053	-0.018429245	0.067067465	2/18/2013	Feb	72	21.9	63	2/25/2013	Feb	82	27.3	n	W	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	7.9
49231	51	WL	BrF50-81	46195	46456	170	143	20	0.6	12/8/2012	TestF51-45	F	6	1/28/2013	Jan	51	2	23.2	9	24.7	1	24.3	9	24.5	0	24.9	9	25.3	5	140.4	171.8	131.7	135.2	158	147.7	884.8	0.491555556	179.3	177.4	135.3	164.7	173.9	201.4	1032	0.57333	21	23	21	29	18	26	138	39	27	32	23	17	18	156	1950	1888	1620	1794	1354	1394	10000	511	438	541	654	639	578	3361	454	226	358	299	280	152	1769	599	450	377	531	570	432	2959	369	295	307	262	338	307	1878	2485	2169	2218	1438	1375	1306	10991	0.081777778	38.9	5.6	3.6	29.5	15.9	53.7	147.2	88	12	-164	-123	-69	-146	-402	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	25.5	65	2	49.13367454	53.53755833	69.339154	57.33679562	51.58333333	-34.5	32	-0.015051121	0.061556532	0.354394405	2/18/2013	Feb	72	26.1	89	2/25/2013	Feb	82	26.7	y	W	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7.6
49233	51	AGL	BrF50-82	46203	46396	170	143	19	0.222222222	12/9/2012	TestF51-45	F	6	1/28/2013	Jan	50	3	20.2	9	20.1	1	20.6	5	21.5	0	21.9	10	21.7	3	185.4	177	193.7	183.8	184.5	162.3	1086.7	0.603722222	162.3	162	209.1	181.6	233.9	208.5	1157.4	0.643	26	21	22	22	16	26	133	22	31	18	18	12	12	113	1572	1179	1228	1042	839	1202	7062	479	359	339	408	428	451	2464	430	316	394	262	175	173	1750	413	510	403	530	611	546	3013	271	221	256	217	201	187	1353	1275	1247	1083	778	669	731	5783	0.039277778	-23.1	-15	15.4	-2.2	49.4	46.2	70.7	-66	151	64	122	183	95	549	NA	NA	0	0	0	0	0	0	0	2/11/2013	Feb	21.8	64	3	14.61246995	30.82014857	60.42317982	35.28526612	76.875	22.83333333	33	-0.76667082	-0.351144897	0.183762679	2/18/2013	Feb	71	22.2	59	2/25/2013	Feb	81	23.2	n	A	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	7.3
