Additional File 13: Predicted IBD regions in LG/J and SM/J Sequenced Genomes

Chr	Start	Stop	Polymorphisms	State
chr2	43600000	43649999	546	nonIBD
chr2	43650000	43699999	559	nonIBD
chr2	43700000	43749999	467	nonIBD
chr2	43750000	43799999	402	nonIBD
chr2	43800000	43849999	351	nonIBD
chr2	43850000	43899999	501	nonIBD
chr2	43900000	43949999	349	nonIBD
chr2	43950000	43999999	371	nonIBD
chr2	44000000	44049999	367	nonIBD
chr2	44050000	44099999	382	nonIBD
chr2	44100000	44149999	358	nonIBD
chr2	44150000	44199999	282	nonIBD
chr2	44200000	44249999	208	nonIBD
chr2	44250000	44299999	9	IBD
chr2	44300000	44349999	6	IBD
chr2	44350000	44399999	1	IBD
chr2	44400000	44449999	4	IBD
chr2	44450000	44499999	3	IBD
chr2	44500000	44549999	19	IBD
chr2	44550000	44599999	7	IBD
chr2	44600000	44649999	2	IBD
chr2	44650000	44699999	5	IBD
chr2	44700000	44749999	1	IBD
chr2	44750000	44799999	5	IBD
chr2	44800000	44849999	10	IBD
chr2	44850000	44899999	2	IBD
chr2	44900000	44949999	11	IBD
chr2	44950000	44999999	0	IBD
chr2	45000000	45049999	16	IBD
chr2	45050000	45099999	3	IBD
chr2	45100000	45149999	11	IBD
chr2	45150000	45199999	10	IBD
chr2	45200000	45249999	21	IBD
chr2	45250000	45299999	6	IBD
chr2	45300000	45349999	24	IBD
chr2	45350000	45399999	10	IBD
chr2	45400000	45449999	16	IBD
chr2	45450000	45499999	46	nonIBD
chr2	45500000	45549999	381	nonIBD
chr2	45550000	45599999	385	nonIBD
chr2	45600000	45649999	485	nonIBD
chr2	45650000	45699999	389	nonIBD
chr2	45700000	45749999	312	nonIBD
chr2	45750000	45799999	415	nonIBD
chr2	45800000	45849999	258	nonIBD
chr2	45850000	45899999	553	nonIBD
chr2	45900000	45949999	420	nonIBD
chr2	45950000	45999999	352	nonIBD
chr2	46000000	46049999	340	nonIBD
chr2	46050000	46099999	439	nonIBD
chr2	46100000	46149999	404	nonIBD
chr2	46150000	46199999	309	nonIBD
chr2	46200000	46249999	341	nonIBD
chr2	46250000	46299999	262	nonIBD
chr2	46300000	46349999	248	nonIBD
chr2	46350000	46399999	277	nonIBD
chr2	46400000	46449999	635	nonIBD
chr2	46450000	46499999	629	nonIBD
chr2	46500000	46549999	335	nonIBD
chr2	46550000	46599999	386	nonIBD
chr2	46600000	46649999	358	nonIBD
chr2	46650000	46699999	388	nonIBD
chr2	46700000	46749999	510	nonIBD
chr2	46750000	46799999	275	nonIBD
chr2	46800000	46849999	312	nonIBD
chr2	46850000	46899999	309	nonIBD
chr2	46900000	46949999	411	nonIBD
chr2	46950000	46999999	437	nonIBD
chr2	47000000	47049999	307	nonIBD
chr2	47050000	47099999	307	nonIBD
chr2	47100000	47149999	8	nonIBD
chr2	47150000	47199999	85	nonIBD
chr2	47200000	47249999	28	nonIBD
chr2	47250000	47299999	11	nonIBD
chr2	47300000	47349999	7	nonIBD
chr2	47350000	47399999	6	nonIBD
chr2	47400000	47449999	34	nonIBD
chr2	47450000	47499999	79	nonIBD
chr2	47500000	47549999	16	IBD
chr2	47550000	47599999	10	IBD
chr2	47600000	47649999	4	IBD
chr2	47650000	47699999	6	IBD
chr2	47700000	47749999	9	IBD
chr2	47750000	47799999	9	IBD
chr2	47800000	47849999	7	IBD
chr2	47850000	47899999	4	IBD
chr2	47900000	47949999	19	IBD
chr2	47950000	47999999	33	IBD
chr2	48000000	48049999	25	IBD
chr2	48050000	48099999	6	IBD
chr2	48100000	48149999	21	IBD
chr2	48150000	48199999	22	IBD
chr2	48200000	48249999	17	IBD
chr2	48250000	48299999	15	IBD
chr2	48300000	48349999	19	IBD
chr2	48350000	48399999	27	IBD
chr2	48400000	48449999	10	IBD
chr2	48450000	48499999	8	IBD
chr2	48500000	48549999	2	IBD
chr2	48550000	48599999	3	IBD
chr2	48600000	48649999	1	IBD
chr2	48650000	48699999	1	IBD
chr2	48700000	48749999	2	IBD
chr2	48750000	48799999	4	IBD
chr2	48800000	48849999	2	IBD
chr2	48850000	48899999	4	IBD
chr2	48900000	48949999	6	IBD
chr2	48950000	48999999	3	IBD
chr2	49000000	49049999	7	IBD
chr2	49050000	49099999	5	IBD
chr2	49100000	49149999	5	IBD
chr2	49150000	49199999	1	IBD
chr2	49200000	49249999	2	IBD
chr2	49250000	49299999	0	IBD
chr2	49300000	49349999	6	IBD
chr2	49350000	49399999	2	IBD
chr2	49400000	49449999	1	IBD
chr2	49450000	49499999	2	IBD
chr2	49500000	49549999	7	IBD
chr2	49550000	49599999	1	IBD
chr2	49600000	49649999	2	IBD
chr2	49650000	49699999	1	IBD
chr2	49700000	49749999	5	IBD
chr2	49750000	49799999	4	IBD
chr2	49800000	49849999	3	IBD
chr2	49850000	49899999	2	IBD
chr2	49900000	49949999	2	IBD
chr2	49950000	49999999	5	IBD
chr2	50000000	50049999	3	IBD
chr2	50050000	50099999	4	IBD
chr2	50100000	50149999	1	IBD
chr2	50150000	50199999	0	IBD
chr2	50200000	50249999	4	IBD
chr2	50250000	50299999	1	IBD
chr2	50300000	50349999	2	IBD
chr2	50350000	50399999	5	IBD
chr2	50400000	50449999	1	IBD
chr2	50450000	50499999	3	IBD
chr2	50500000	50549999	4	IBD
chr2	50550000	50599999	4	IBD
chr2	50600000	50649999	9	IBD
chr2	50650000	50699999	13	IBD
chr2	50700000	50749999	43	nonIBD
chr2	50750000	50799999	67	nonIBD
chr2	50800000	50849999	76	nonIBD
chr2	50850000	50899999	33	nonIBD
chr2	50900000	50949999	43	nonIBD
chr2	50950000	50999999	73	nonIBD
chr2	51000000	51049999	40	nonIBD
chr2	51050000	51099999	42	nonIBD
chr2	51100000	51149999	21	nonIBD
chr2	51150000	51199999	22	nonIBD
chr2	51200000	51249999	29	nonIBD
chr2	51250000	51299999	59	nonIBD
chr2	51300000	51349999	36	nonIBD
chr2	51350000	51399999	55	nonIBD
chr2	51400000	51449999	62	nonIBD
chr2	51450000	51499999	24	nonIBD
chr2	51500000	51549999	73	nonIBD
chr2	51550000	51599999	33	nonIBD
chr2	51600000	51649999	27	nonIBD
chr2	51650000	51699999	49	nonIBD
chr2	51700000	51749999	32	nonIBD
chr2	51750000	51799999	47	nonIBD
chr2	51800000	51849999	24	nonIBD
chr2	51850000	51899999	43	nonIBD
chr2	51900000	51949999	48	nonIBD
chr2	51950000	51999999	58	nonIBD
chr2	52000000	52049999	43	nonIBD
chr2	52050000	52099999	35	nonIBD
chr2	52100000	52149999	39	nonIBD
chr2	52150000	52199999	23	nonIBD
chr2	52200000	52249999	20	nonIBD
chr2	52250000	52299999	30	nonIBD
chr2	52300000	52349999	14	IBD
chr2	52350000	52399999	8	IBD
chr2	52400000	52449999	6	IBD
chr2	52450000	52499999	9	IBD
chr2	52500000	52549999	5	IBD
chr2	52550000	52599999	6	IBD
chr2	52600000	52649999	12	IBD
chr2	52650000	52699999	2	IBD
chr2	52700000	52749999	1	IBD
chr2	52750000	52799999	6	IBD
chr2	52800000	52849999	2	IBD
chr2	52850000	52899999	4	IBD
chr2	52900000	52949999	0	IBD
chr2	52950000	52999999	4	IBD
chr2	53000000	53049999	6	IBD
chr2	53050000	53099999	9	IBD
chr2	53100000	53149999	2	IBD
chr2	53150000	53199999	17	IBD
chr2	53200000	53249999	106	nonIBD
chr2	53250000	53299999	48	nonIBD
chr2	53300000	53349999	34	nonIBD
chr2	53350000	53399999	7	IBD
chr2	53400000	53449999	5	IBD
chr2	53450000	53499999	15	IBD
chr2	53500000	53549999	18	IBD
chr2	53550000	53599999	8	IBD
chr2	53600000	53649999	48	IBD
chr2	53650000	53699999	17	IBD
chr2	53700000	53749999	21	IBD
chr2	53750000	53799999	22	IBD
chr2	53800000	53849999	24	IBD
chr2	53850000	53899999	9	IBD
chr2	53900000	53949999	4	IBD
chr2	53950000	53999999	24	IBD
chr2	54000000	54049999	25	IBD
chr2	54050000	54099999	11	IBD
chr2	54100000	54149999	18	IBD
chr2	54150000	54199999	70	IBD
chr2	54200000	54249999	6	IBD
chr2	54250000	54299999	7	IBD
chr2	54300000	54349999	11	IBD
chr2	54350000	54399999	13	IBD
chr2	54400000	54449999	38	IBD
chr2	54450000	54499999	8	IBD
chr2	54500000	54549999	10	IBD
chr2	54550000	54599999	29	nonIBD
chr2	54600000	54649999	28	nonIBD
chr2	54650000	54699999	56	nonIBD
chr2	54700000	54749999	20	nonIBD
chr2	54750000	54799999	18	nonIBD
chr2	54800000	54849999	21	nonIBD
chr2	54850000	54899999	18	nonIBD
chr2	54900000	54949999	58	nonIBD
chr2	54950000	54999999	50	nonIBD
chr2	55000000	55049999	6	IBD
chr2	55050000	55099999	4	IBD
chr2	55100000	55149999	3	IBD
chr2	55150000	55199999	13	IBD
chr2	55200000	55249999	5	IBD
chr2	55250000	55299999	5	IBD
chr2	55300000	55349999	11	IBD
chr2	55350000	55399999	50	IBD
chr2	55400000	55449999	17	IBD
chr2	55450000	55499999	12	IBD
chr2	55500000	55549999	14	IBD
chr2	55550000	55599999	8	IBD
chr2	55600000	55649999	23	nonIBD
chr2	55650000	55699999	14	nonIBD
chr2	55700000	55749999	21	nonIBD
chr2	55750000	55799999	26	nonIBD
chr2	55800000	55849999	30	nonIBD
chr2	55850000	55899999	19	nonIBD
chr2	55900000	55949999	44	nonIBD
chr2	55950000	55999999	29	nonIBD
chr2	56000000	56049999	38	nonIBD
chr2	56050000	56099999	26	nonIBD
chr2	56100000	56149999	13	nonIBD
chr2	56150000	56199999	14	nonIBD
chr2	56200000	56249999	79	nonIBD
chr2	56250000	56299999	50	nonIBD
chr2	56300000	56349999	43	nonIBD
chr2	56350000	56399999	15	nonIBD
chr2	56400000	56449999	10	nonIBD
chr2	56450000	56499999	22	nonIBD
chr2	56500000	56549999	114	nonIBD
chr2	56550000	56599999	48	nonIBD
chr2	56600000	56649999	137	nonIBD
chr2	56650000	56699999	84	nonIBD
chr2	56700000	56749999	177	nonIBD
chr2	56750000	56799999	196	nonIBD
chr2	56800000	56849999	117	nonIBD
chr2	56850000	56899999	133	nonIBD
chr2	56900000	56949999	203	nonIBD
chr2	56950000	56999999	160	nonIBD
chr2	57000000	57049999	144	nonIBD
chr2	57050000	57099999	105	nonIBD
chr2	57100000	57149999	66	nonIBD
chr2	57150000	57199999	111	nonIBD
chr2	57200000	57249999	63	nonIBD
chr2	57250000	57299999	126	nonIBD
chr2	57300000	57349999	36	nonIBD
chr2	57350000	57399999	19	IBD
chr2	57400000	57449999	15	IBD
chr2	57450000	57499999	6	IBD
chr2	57500000	57549999	8	IBD
chr2	57550000	57599999	6	IBD
chr2	57600000	57649999	9	IBD
chr2	57650000	57699999	50	nonIBD
chr2	57700000	57749999	61	nonIBD
chr2	57750000	57799999	38	nonIBD
chr2	57800000	57849999	211	nonIBD
chr2	57850000	57899999	155	nonIBD
chr2	57900000	57949999	3	IBD
chr2	57950000	57999999	12	IBD
chr2	58000000	58049999	7	IBD
chr2	58050000	58099999	4	IBD
chr2	58100000	58149999	5	IBD
chr2	58150000	58199999	8	IBD
chr2	58200000	58249999	15	IBD
chr2	58250000	58299999	3	IBD
chr2	58300000	58349999	18	IBD
chr2	58350000	58399999	24	nonIBD
chr2	58400000	58449999	37	nonIBD
chr2	58450000	58499999	51	nonIBD
chr2	58500000	58549999	274	nonIBD
chr2	58550000	58599999	114	nonIBD
chr2	58600000	58649999	332	nonIBD
chr2	58650000	58699999	126	nonIBD
chr2	58700000	58749999	139	nonIBD
chr2	58750000	58799999	400	nonIBD
chr2	58800000	58849999	242	nonIBD
chr2	58850000	58899999	45	nonIBD
chr2	58900000	58949999	100	nonIBD
chr2	58950000	58999999	216	nonIBD
chr2	59000000	59049999	308	nonIBD
chr2	59050000	59099999	33	nonIBD
chr2	59100000	59149999	105	nonIBD
chr2	59150000	59199999	146	nonIBD
chr2	59200000	59249999	189	nonIBD
chr2	59250000	59299999	169	nonIBD
chr2	59300000	59349999	63	nonIBD
chr2	59350000	59399999	209	nonIBD
chr2	59400000	59449999	284	nonIBD
chr2	59450000	59499999	94	nonIBD
chr2	59500000	59549999	339	nonIBD
chr2	59550000	59599999	18	nonIBD
chr2	59600000	59649999	154	nonIBD
chr2	59650000	59699999	60	nonIBD
chr2	59700000	59749999	0	IBD
chr2	59750000	59799999	1	IBD
chr2	59800000	59849999	1	IBD
chr2	59850000	59899999	0	IBD
chr2	59900000	59949999	1	IBD
chr2	59950000	59999999	1	IBD
chr2	60000000	60049999	0	IBD
chr2	60050000	60099999	1	IBD
chr2	60100000	60149999	11	IBD
chr2	60150000	60199999	2	IBD
chr2	60200000	60249999	1	IBD
chr2	60250000	60299999	2	IBD
chr2	60300000	60349999	3	IBD
chr2	60350000	60399999	3	IBD
chr2	60400000	60449999	1	IBD
chr2	60450000	60499999	8	IBD
chr2	60500000	60549999	2	IBD
chr2	60550000	60599999	11	IBD
chr2	60600000	60649999	0	IBD
chr2	60650000	60699999	2	IBD
chr2	60700000	60749999	1	IBD
chr2	60750000	60799999	4	IBD
chr2	60800000	60849999	4	IBD
chr2	60850000	60899999	1	IBD
chr2	60900000	60949999	1	IBD
chr2	60950000	60999999	2	IBD
chr2	61000000	61049999	6	IBD
chr2	61050000	61099999	3	IBD
chr2	61100000	61149999	4	IBD
chr2	61150000	61199999	2	IBD
chr2	61200000	61249999	6	IBD
chr2	61250000	61299999	2	IBD
chr2	61300000	61349999	5	IBD
chr2	61350000	61399999	10	IBD
chr2	61400000	61449999	5	IBD
chr2	61450000	61499999	1	IBD
chr2	61500000	61549999	4	IBD
chr2	61550000	61599999	1	IBD
chr2	61600000	61649999	3	IBD
chr2	61650000	61699999	2	IBD
chr2	61700000	61749999	1	IBD
chr2	61750000	61799999	1	IBD
chr2	61800000	61849999	3	IBD
chr2	61850000	61899999	12	IBD
chr2	61900000	61949999	3	IBD
chr2	61950000	61999999	3	IBD
chr2	62000000	62049999	6	IBD
chr2	62050000	62099999	1	IBD
chr2	62100000	62149999	3	IBD
chr2	62150000	62199999	5	IBD
chr2	62200000	62249999	4	IBD
chr2	62250000	62299999	2	IBD
chr2	62300000	62349999	4	IBD
chr2	62350000	62399999	0	IBD
chr2	62400000	62449999	2	IBD
chr2	62450000	62499999	3	IBD
chr2	62500000	62549999	2	IBD
chr2	62550000	62599999	163	nonIBD
chr2	62600000	62649999	421	nonIBD
chr2	62650000	62699999	43	nonIBD
chr2	62700000	62749999	18	IBD
chr2	62750000	62799999	8	IBD
chr2	62800000	62849999	18	IBD
chr2	62850000	62899999	7	IBD
chr2	62900000	62949999	4	IBD
chr2	62950000	62999999	3	IBD
chr2	63000000	63049999	7	IBD
chr2	63050000	63099999	2	IBD
chr2	63100000	63149999	2	IBD
chr2	63150000	63199999	4	IBD
chr2	63200000	63249999	6	IBD
chr2	63250000	63299999	6	IBD
chr2	63300000	63349999	6	IBD
chr2	63350000	63399999	6	IBD
chr2	63400000	63449999	3	IBD
chr2	63450000	63499999	3	IBD
chr2	63500000	63549999	3	IBD
chr2	63550000	63599999	3	IBD
chr2	63600000	63649999	5	IBD
chr2	63650000	63699999	6	IBD
chr2	63700000	63749999	7	IBD
chr2	63750000	63799999	5	IBD
chr2	63800000	63849999	6	IBD
chr2	63850000	63899999	1	IBD
chr2	63900000	63949999	4	IBD
chr2	63950000	63999999	0	IBD
chr2	64000000	64049999	4	IBD
chr2	64050000	64099999	3	IBD
chr2	64100000	64149999	3	IBD
chr2	64150000	64199999	6	IBD
chr2	64200000	64249999	2	IBD
chr2	64250000	64299999	6	IBD
chr2	64300000	64349999	7	IBD
chr2	64350000	64399999	5	IBD
chr2	64400000	64449999	5	IBD
chr2	64450000	64499999	3	IBD
chr2	64500000	64549999	1	IBD
chr2	64550000	64599999	3	IBD
chr2	64600000	64649999	4	IBD
chr2	64650000	64699999	6	IBD
chr2	64700000	64749999	8	IBD
chr2	64750000	64799999	9	IBD
chr2	64800000	64849999	2	IBD
chr2	64850000	64899999	4	IBD
chr2	64900000	64949999	1	IBD
chr2	64950000	64999999	5	IBD
chr2	65000000	65049999	2	IBD
chr2	65050000	65099999	6	IBD
chr2	65100000	65149999	4	IBD
chr2	65150000	65199999	1	IBD
chr2	65200000	65249999	0	IBD
chr2	65250000	65299999	2	IBD
chr2	65300000	65349999	2	IBD
chr2	65350000	65399999	7	IBD
chr2	65400000	65449999	0	IBD
chr2	65450000	65499999	17	IBD
chr2	65500000	65549999	20	IBD
chr2	65550000	65599999	34	IBD
chr2	65600000	65649999	26	IBD
chr2	65650000	65699999	12	IBD
chr2	65700000	65749999	8	IBD
chr2	65750000	65799999	14	IBD
chr2	65800000	65849999	4	IBD
chr2	65850000	65899999	18	IBD
chr2	65900000	65949999	12	IBD
chr2	65950000	65999999	3	IBD
chr2	66000000	66049999	2	IBD
chr2	66050000	66099999	17	IBD
chr2	66100000	66149999	21	nonIBD
chr2	66150000	66199999	13	nonIBD
chr2	66200000	66249999	32	nonIBD
chr2	66250000	66299999	9	nonIBD
chr2	66300000	66349999	16	nonIBD
chr2	66350000	66399999	18	nonIBD
chr2	66400000	66449999	17	nonIBD
chr2	66450000	66499999	24	nonIBD
chr2	66500000	66549999	38	nonIBD
chr2	66550000	66599999	40	nonIBD
chr2	66600000	66649999	20	nonIBD
chr2	66650000	66699999	12	nonIBD
chr2	66700000	66749999	70	nonIBD
chr2	66750000	66799999	10	nonIBD
chr2	66800000	66849999	5	nonIBD
chr2	66850000	66899999	13	nonIBD
chr2	66900000	66949999	31	nonIBD
chr2	66950000	66999999	24	nonIBD
chr2	67000000	67049999	19	nonIBD
chr2	67050000	67099999	12	nonIBD
chr2	67100000	67149999	29	nonIBD
chr2	67150000	67199999	11	nonIBD
chr2	67200000	67249999	50	nonIBD
chr2	67250000	67299999	56	nonIBD
chr2	67300000	67349999	9	nonIBD
chr2	67350000	67399999	14	nonIBD
chr2	67400000	67449999	25	nonIBD
chr2	67450000	67499999	7	nonIBD
chr2	67500000	67549999	7	nonIBD
chr2	67550000	67599999	19	nonIBD
chr2	67600000	67649999	50	nonIBD
chr2	67650000	67699999	38	nonIBD
chr2	67700000	67749999	28	nonIBD
chr2	67750000	67799999	10	nonIBD
chr2	67800000	67849999	26	nonIBD
chr2	67850000	67899999	37	nonIBD
chr2	67900000	67949999	15	IBD
chr2	67950000	67999999	6	IBD
chr2	68000000	68049999	10	IBD
chr2	68050000	68099999	3	IBD
chr2	68100000	68149999	6	IBD
chr2	68150000	68199999	1	IBD
chr2	68200000	68249999	5	IBD
chr2	68250000	68299999	11	IBD
chr2	68300000	68349999	5	IBD
chr2	68350000	68399999	18	IBD
chr2	68400000	68449999	13	IBD
chr2	68450000	68499999	10	IBD
chr2	68500000	68549999	5	IBD
chr2	68550000	68599999	7	IBD
chr2	68600000	68649999	3	IBD
chr2	68650000	68699999	12	IBD
chr2	68700000	68749999	31	IBD
chr2	68750000	68799999	14	IBD
chr2	68800000	68849999	8	IBD
chr2	68850000	68899999	4	IBD
chr2	68900000	68949999	2	IBD
chr2	68950000	68999999	2	IBD
chr2	69000000	69049999	2	IBD
chr2	69050000	69099999	3	IBD
chr2	69100000	69149999	13	IBD
chr2	69150000	69199999	20	nonIBD
chr2	69200000	69249999	134	nonIBD
chr2	69250000	69299999	147	nonIBD
chr2	69300000	69349999	49	nonIBD
chr2	69350000	69399999	273	nonIBD
chr2	69400000	69449999	151	nonIBD
chr2	69450000	69499999	313	nonIBD
chr2	69500000	69549999	301	nonIBD
chr2	69550000	69599999	293	nonIBD
chr2	69600000	69649999	181	nonIBD
chr2	69650000	69699999	96	nonIBD
chr2	69700000	69749999	17	nonIBD
chr2	69750000	69799999	18	nonIBD
chr2	69800000	69849999	10	nonIBD
chr2	69850000	69899999	46	nonIBD
chr2	69900000	69949999	14	nonIBD
chr2	69950000	69999999	18	nonIBD
chr2	70000000	70049999	43	nonIBD
chr2	70050000	70099999	215	nonIBD
chr2	70100000	70149999	105	nonIBD
chr2	70150000	70199999	103	nonIBD
chr2	70200000	70249999	13	IBD
chr2	70250000	70299999	10	IBD
chr2	70300000	70349999	12	IBD
chr2	70350000	70399999	6	IBD
chr2	70400000	70449999	3	IBD
chr2	70450000	70499999	6	IBD
chr2	70500000	70549999	26	IBD
chr2	70550000	70599999	4	IBD
chr2	70600000	70649999	2	IBD
chr2	70650000	70699999	1	IBD
chr2	70700000	70749999	1	IBD
chr2	70750000	70799999	3	IBD
chr2	70800000	70849999	1	IBD
chr2	70850000	70899999	10	IBD
chr2	70900000	70949999	18	IBD
chr2	70950000	70999999	31	nonIBD
chr2	71000000	71049999	35	nonIBD
chr2	71050000	71099999	25	nonIBD
chr2	71100000	71149999	29	nonIBD
chr2	71150000	71199999	26	nonIBD
chr2	71200000	71249999	11	nonIBD
chr2	71250000	71299999	17	nonIBD
chr2	71300000	71349999	64	nonIBD
chr2	71350000	71399999	27	nonIBD
chr2	71400000	71449999	28	nonIBD
chr2	71450000	71499999	31	nonIBD
chr2	71500000	71549999	11	nonIBD
chr2	71550000	71599999	43	nonIBD
chr2	71600000	71649999	58	nonIBD
chr2	71650000	71699999	139	nonIBD
chr2	71700000	71749999	400	nonIBD
chr2	71750000	71799999	396	nonIBD
chr2	71800000	71849999	492	nonIBD
chr2	71850000	71899999	428	nonIBD
chr2	71900000	71949999	329	nonIBD
chr2	71950000	71999999	0	IBD
chr2	72000000	72049999	9	IBD
chr2	72050000	72099999	10	IBD
chr2	72100000	72149999	63	nonIBD
chr2	72150000	72199999	197	nonIBD
chr2	72200000	72249999	124	nonIBD
chr2	72250000	72299999	35	nonIBD
chr2	72300000	72349999	127	nonIBD
chr2	72350000	72399999	235	nonIBD
chr2	72400000	72449999	105	nonIBD
chr2	72450000	72499999	273	nonIBD
chr2	72500000	72549999	109	nonIBD
chr2	72550000	72599999	230	nonIBD
chr2	72600000	72649999	138	nonIBD
chr2	72650000	72699999	127	nonIBD
chr2	72700000	72749999	106	nonIBD
chr2	72750000	72799999	213	nonIBD
chr2	72800000	72849999	148	nonIBD
chr2	72850000	72899999	182	nonIBD
chr2	72900000	72949999	101	nonIBD
chr2	72950000	72999999	55	nonIBD
chr2	73000000	73049999	100	nonIBD
chr2	73050000	73099999	111	nonIBD
chr2	73100000	73149999	46	nonIBD
chr2	73150000	73199999	58	nonIBD
chr2	73200000	73249999	147	nonIBD
chr2	73250000	73299999	66	nonIBD
chr2	73300000	73349999	176	nonIBD
chr2	73350000	73399999	70	nonIBD
chr2	73400000	73449999	110	nonIBD
chr2	73450000	73499999	150	nonIBD
chr2	73500000	73549999	110	nonIBD
chr2	73550000	73599999	185	nonIBD
chr2	73600000	73649999	257	nonIBD
chr2	73650000	73699999	84	nonIBD
chr2	73700000	73749999	53	nonIBD
chr2	73750000	73799999	170	nonIBD
chr2	73800000	73849999	19	nonIBD
chr2	73850000	73899999	12	nonIBD
chr2	73900000	73949999	119	nonIBD
chr2	73950000	73999999	87	nonIBD
chr2	74000000	74049999	31	nonIBD
chr2	74050000	74099999	250	nonIBD
chr2	74100000	74149999	194	nonIBD
chr2	74150000	74199999	75	nonIBD
chr2	74200000	74249999	148	nonIBD
chr2	74250000	74299999	173	nonIBD
chr2	74300000	74349999	125	nonIBD
chr2	74350000	74399999	141	nonIBD
chr2	74400000	74449999	127	nonIBD
chr2	74450000	74499999	63	nonIBD
chr2	74500000	74549999	42	nonIBD
chr2	74550000	74599999	30	nonIBD
chr2	74600000	74649999	16	nonIBD
chr2	74650000	74699999	22	nonIBD
chr2	74700000	74749999	18	nonIBD
chr2	74750000	74799999	103	nonIBD
chr2	74800000	74849999	98	nonIBD
chr2	74850000	74899999	62	nonIBD
chr2	74900000	74949999	206	nonIBD
chr2	74950000	74999999	129	nonIBD
chr2	75000000	75049999	239	nonIBD
chr2	75050000	75099999	275	nonIBD
chr2	75100000	75149999	87	nonIBD
chr2	75150000	75199999	69	nonIBD
chr2	75200000	75249999	112	nonIBD
chr2	75250000	75299999	67	nonIBD
chr2	75300000	75349999	93	nonIBD
chr2	75350000	75399999	182	nonIBD
chr2	75400000	75449999	136	nonIBD
chr2	75450000	75499999	199	nonIBD
chr2	75500000	75549999	122	nonIBD
chr2	75550000	75599999	133	nonIBD
chr2	75600000	75649999	166	nonIBD
chr2	75650000	75699999	45	nonIBD
chr2	75700000	75749999	175	nonIBD
chr2	75750000	75799999	123	nonIBD
chr2	75800000	75849999	136	nonIBD
chr2	75850000	75899999	158	nonIBD
chr2	75900000	75949999	185	nonIBD
chr2	75950000	75999999	138	nonIBD
chr2	76000000	76049999	321	nonIBD
chr2	76050000	76099999	77	nonIBD
chr2	76100000	76149999	321	nonIBD
chr2	76150000	76199999	287	nonIBD
chr2	76200000	76249999	176	nonIBD
chr2	76250000	76299999	222	nonIBD
chr2	76300000	76349999	190	nonIBD
chr2	76350000	76399999	456	nonIBD
chr2	76400000	76449999	296	nonIBD
chr2	76450000	76499999	42	nonIBD
chr2	76500000	76549999	209	nonIBD
chr2	76550000	76599999	419	nonIBD
chr2	76600000	76649999	276	nonIBD
chr2	76650000	76699999	111	nonIBD
chr2	76700000	76749999	11	nonIBD
chr2	76750000	76799999	21	nonIBD
chr2	76800000	76849999	51	nonIBD
chr2	76850000	76899999	178	nonIBD
chr2	76900000	76949999	22	nonIBD
chr2	76950000	76999999	134	nonIBD
chr2	77000000	77049999	175	nonIBD
chr2	77050000	77099999	33	nonIBD
chr2	77100000	77149999	61	nonIBD
chr2	77150000	77199999	14	nonIBD
chr2	77200000	77249999	16	nonIBD
chr2	77250000	77299999	15	nonIBD
chr2	77300000	77349999	9	nonIBD
chr2	77350000	77399999	19	nonIBD
chr2	77400000	77449999	61	nonIBD
chr2	77450000	77499999	134	nonIBD
chr2	77500000	77549999	23	nonIBD
chr2	77550000	77599999	10	nonIBD
chr2	77600000	77649999	13	nonIBD
chr2	77650000	77699999	9	nonIBD
chr2	77700000	77749999	34	nonIBD
chr2	77750000	77799999	20	nonIBD
chr2	77800000	77849999	117	nonIBD
chr2	77850000	77899999	58	nonIBD
chr2	77900000	77949999	23	nonIBD
chr2	77950000	77999999	6	IBD
chr2	78000000	78049999	11	IBD
chr2	78050000	78099999	4	IBD
chr2	78100000	78149999	7	IBD
chr2	78150000	78199999	7	IBD
chr2	78200000	78249999	6	IBD
chr2	78250000	78299999	37	nonIBD
chr2	78300000	78349999	136	nonIBD
chr2	78350000	78399999	357	nonIBD
chr2	78400000	78449999	88	nonIBD
chr2	78450000	78499999	231	nonIBD
chr2	78500000	78549999	244	nonIBD
chr2	78550000	78599999	21	nonIBD
chr2	78600000	78649999	18	nonIBD
chr2	78650000	78699999	24	nonIBD
chr2	78700000	78749999	32	nonIBD
chr2	78750000	78799999	22	nonIBD
chr2	78800000	78849999	30	nonIBD
chr2	78850000	78899999	99	nonIBD
chr2	78900000	78949999	7	IBD
chr2	78950000	78999999	1	IBD
chr2	79000000	79049999	5	IBD
chr2	79050000	79099999	8	IBD
chr2	79100000	79149999	4	IBD
chr2	79150000	79199999	8	IBD
chr2	79200000	79249999	7	IBD
chr2	79250000	79299999	138	nonIBD
chr2	79300000	79349999	140	nonIBD
chr2	79350000	79399999	72	nonIBD
chr2	79400000	79449999	123	nonIBD
chr2	79450000	79499999	18	nonIBD
chr2	79500000	79549999	16	nonIBD
chr2	79550000	79599999	76	nonIBD
chr2	79600000	79649999	193	nonIBD
chr2	79650000	79699999	182	nonIBD
chr2	79700000	79749999	234	nonIBD
chr2	79750000	79799999	396	nonIBD
chr2	79800000	79849999	96	nonIBD
chr2	79850000	79899999	8	IBD
chr2	79900000	79949999	6	IBD
chr2	79950000	79999999	5	IBD
chr2	80000000	80049999	9	IBD
chr2	80050000	80099999	51	nonIBD
chr2	80100000	80149999	19	nonIBD
