id,gen,cage,fam,sex,coat.color,dob,batch,rip.date,rip.mo,rip.age,rip.weight
49383,53,TestF53-19,BrF52-35,F,B,4/30/2013,10,7/16/2013,Jul,77,22.1
49401,51,TestF51-55,BrF50-95,F,A,12/11/2012,6,2/26/2013,Feb,80,23.7
49404,51,TestF51-54,BrF50-95,M,W,12/11/2012,6,2/26/2013,Feb,80,37
49405,51,TestF51-55,BrF50-103,F,A,12/11/2012,6,2/26/2013,Feb,80,22.7
49408,51,TestF51-54,BrF50-103,M,A,12/11/2012,6,2/26/2013,Feb,80,39.7
49409,51,TestF51-55,BrF50-89,F,A,12/14/2012,6,2/26/2013,Feb,77,23
49414,51,TestF51-56,BrF50-98,M,W,12/21/2012,7,3/20/2013,Mar,89,27.6
49416,51,TestF51-54,BrF50-89,M,A,12/14/2012,6,2/26/2013,Feb,77,29
49417,51,TestF51-57,BrF50-98,F,W,12/21/2012,7,3/20/2013,Mar,89,23.1
49424,51,TestF51-56,BrF50-83,M,B,12/13/2012,7,3/20/2013,Mar,97,35.7
49426,51,TestF51-57,BrF50-72,F,B,12/10/2012,7,3/20/2013,Mar,80,21
49427,52,TestF52-01,BrF51-7,F,A,1/1/2013,7,3/20/2013,Mar,78,25.1
49430,52,TestF52-02,BrF51-7,M,W,1/1/2013,7,3/20/2013,Mar,78,37.3
49431,52,TestF52-01,BrF51-2,F,B,1/1/2013,7,3/20/2013,Mar,78,20.9
49432,52,TestF52-02,BrF51-2,M,B,1/1/2013,7,3/20/2013,Mar,78,30.6
49435,52,TestF52-01,BrF51-9,F,W,1/1/2013,7,3/20/2013,Mar,78,21.4
49436,52,TestF52-02,BrF51-9,M,A,1/1/2013,7,3/20/2013,Mar,78,26.7
49439,52,TestF52-01,BrF51-12,F,A,1/1/2013,7,3/20/2013,Mar,78,22.8
49440,52,TestF52-02,BrF51-12,M,B,1/1/2013,7,3/20/2013,Mar,78,33.9
49447,51,TestF51-59,BrF50-27,F,B,1/1/2013,7,3/20/2013,Mar,78,29.3
49448,51,TestF51-58,BrF50-27,M,B,1/1/2013,7,3/20/2013,Mar,78,34.6
49451,51,TestF51-59,BrF50-75,F,B,1/1/2013,7,3/20/2013,Mar,78,27.8
49452,51,TestF51-58,BrF50-75,M,B,1/1/2013,7,3/20/2013,Mar,78,41.8
49453,51,TestF51-59,BrF50-88,F,W,1/1/2013,7,3/20/2013,Mar,78,26.2
49456,51,TestF51-58,BrF50-88,M,W,1/1/2013,7,3/20/2013,Mar,78,27.8
49461,52,TestF52-03,BrF51-01,F,W,1/2/2013,7,3/20/2013,Mar,77,22.4
49462,52,TestF52-04,BrF51-01,M,B,1/2/2013,7,3/20/2013,Mar,77,38.7
49466,52,TestF52-04,BrF51-03,M,A,1/2/2013,7,3/20/2013,Mar,77,30.5
49467,52,TestF52-03,BrF51-03,F,B,1/2/2013,7,3/20/2013,Mar,77,18.2
49470,52,TestF52-04,BrF51-04,M,W,1/3/2013,7,3/20/2013,Mar,76,32.6
49471,52,TestF52-03,BrF51-04,F,B,1/3/2013,7,3/20/2013,Mar,76,23.2
49472,52,TestF52-04,BrF51-05,M,W,1/2/2013,7,3/20/2013,Mar,77,24
49475,52,TestF52-03,BrF51-05,F,W,1/2/2013,7,3/20/2013,Mar,77,20.5
49476,52,TestF52-06,BrF51-06,M,W,1/2/2013,7,3/20/2013,Mar,78,31.8
49479,52,TestF52-05,BrF51-06,F,B,1/2/2013,7,3/20/2013,Mar,77,20.6
49482,52,TestF52-06,BrF51-11,M,B,1/3/2013,7,3/20/2013,Mar,77,34
49485,52,TestF52-05,BrF51-11,F,B,1/3/2013,7,3/20/2013,Mar,76,20.5
49486,52,TestF52-06,BrF51-21,M,A,1/3/2013,7,3/20/2013,Mar,77,31.1
49487,52,TestF52-05,BrF51-21,F,A,1/3/2013,7,3/20/2013,Mar,76,22.8
49490,52,TestF52-06,BrF51-17,M,W,1/3/2013,7,3/20/2013,Mar,77,21.5
49494,52,TestF52-08,BrF51-15,M,W,1/3/2013,7,3/20/2013,Mar,77,32.1
49497,52,TestF52-05,BrF51-17,F,W,1/3/2013,7,3/20/2013,Mar,76,17.4
49498,52,TestF52-08,BrF51-14,M,A,1/1/2013,7,3/20/2013,Mar,79,29.9
49499,52,TestF52-07,BrF51-15,F,A,1/3/2013,7,3/20/2013,Mar,77,21.9
50076,53,TestF53-16,BrF52-33,M,W,4/26/2013,10,7/16/2013,Jul,81,27.8
50078,53,TestF53-18,BrF52-03,M,W,4/27/2013,10,7/16/2013,Jul,80,26.4
50085,53,TestF53-17,BrF52-29,F,W,4/27/2013,10,7/16/2013,Jul,80,25.2
50086,53,TestF53-18,BrF52-20,M,B,4/27/2013,10,7/16/2013,Jul,80,27.3
50092,53,TestF53-18,BrF52-26,M,A,4/26/2013,10,7/16/2013,Jul,81,27.6
50094,53,TestF53-20,BrF52-34,M,W,5/3/2013,10,7/16/2013,Jul,74,26.2
50095,53,TestF53-17,BrF52-26,F,A,4/26/2013,10,7/16/2013,Jul,81,24.5
50099,53,TestF53-19,BrF52-34,F,W,5/3/2013,10,7/16/2013,Jul,74,20.7
50100,53,TestF53-20,BrF52-35,M,B,4/30/2013,10,7/16/2013,Jul,77,33.7
50102,52,TestF52-08,BrF51-20,M,B,1/1/2013,7,3/20/2013,Mar,79,29.3
50103,52,TestF52-07,BrF51-14,F,W,1/1/2013,7,3/20/2013,Mar,79,19.6
50106,52,TestF52-08,BrF51-16,M,W,1/2/2013,7,3/20/2013,Mar,78,26.9
50107,52,TestF52-07,BrF51-20,F,B,1/1/2013,7,3/20/2013,Mar,79,22.1
50114,52,TestF52-10,BrF51-08,M,W,1/3/2013,7,3/20/2013,Mar,77,25.3
50115,52,TestF52-07,BrF51-16,F,B,1/2/2013,7,3/20/2013,Mar,78,19.1
50118,52,TestF52-10,BrF51-18,M,B,1/1/2013,7,3/20/2013,Mar,79,31.1
50119,52,TestF52-09,BrF51-08,F,W,1/3/2013,7,3/20/2013,Mar,77,15.8
50121,52,TestF52-09,BrF51-18,F,B,1/1/2013,7,3/20/2013,Mar,79,25.2
50122,52,TestF52-10,BrF51-19,M,A,1/2/2013,7,3/20/2013,Mar,78,23.3
50125,52,TestF52-09,BrF51-19,F,A,1/2/2013,7,3/20/2013,Mar,78,19.1
50129,52,TestF52-11,BrF51-25,F,W,1/1/2013,7,3/20/2013,Mar,79,27.8
50131,52,TestF52-11,BrF51-23,F,A,1/2/2013,7,3/20/2013,Mar,78,17.5
50132,52,TestF52-10,BrF51-25,M,W,1/1/2013,7,3/20/2013,Mar,79,31.8
50134,52,TestF52-12,BrF51-23,M,W,1/2/2013,7,3/20/2013,Mar,78,25.3
50137,52,TestF52-11,BrF51-24,F,B,1/2/2013,7,3/20/2013,Mar,78,25.1
50140,52,TestF52-12,BrF51-24,M,B,1/2/2013,7,3/20/2013,Mar,78,32.1
50143,52,TestF52-11,BrF51-22,F,A,1/3/2013,7,3/20/2013,Mar,77,23.5
50146,52,TestF52-12,BrF51-22,M,A,1/3/2013,7,3/20/2013,Mar,77,36.9
50147,52,TestF52-09,BrF51-10,F,A,1/11/2013,7,3/20/2013,Mar,69,29.2
50148,52,TestF52-12,BrF51-10,M,B,1/11/2013,7,3/20/2013,Mar,69,38.4
50150,51,TestF52-14,BrF50-90,M,B,1/30/2013,8,4/22/2013,Apr,82,34.4
50151,51,TestF52-13,BrF50-90,F,W,1/30/2013,8,4/22/2013,Apr,82,36.7
50152,52,TestF52-14,BrF51-58,M,B,1/30/2013,8,4/22/2013,Apr,82,33.4
50153,52,TestF52-13,BrF51-58,F,B,1/30/2013,8,4/22/2013,Apr,82,23.2
50156,52,TestF52-14,BrF51-36,M,A,1/30/2013,8,4/22/2013,Apr,82,42.9
50158,52,TestF52-14,BrF51-55,M,A,1/30/2013,8,4/22/2013,Apr,82,28.7
50159,52,TestF52-13,BrF51-36,F,A,1/30/2013,8,4/22/2013,Apr,82,22.3
50163,52,TestF52-13,BrF51-55,F,B,1/30/2013,8,4/22/2013,Apr,82,20.7
50164,52,TestF52-16,BrF51-54,M,A,1/30/2013,8,4/22/2013,Apr,82,30.8
50168,52,TestF52-16,BrF51-39,M,B,1/30/2013,8,4/22/2013,Apr,82,25.5
50172,52,TestF52-16,BrF51-43,M,W,1/31/2013,8,4/22/2013,Apr,81,34.9
50182,52,TestF52-16,BrF51-42,M,A,1/31/2013,8,4/22/2013,Apr,81,27.1
50185,52,TestF52-17,BrF51-44,F,W,1/31/2013,8,4/22/2013,Apr,81,24
50186,52,TestF52-18,BrF51-44,M,W,1/31/2013,8,4/22/2013,Apr,81,31.5
50189,52,TestF52-17,BrF51-10,F,A,2/2/2013,8,4/22/2013,Apr,79,26.5
50190,52,TestF52-18,BrF51-64,M,A,1/31/2013,8,4/22/2013,Apr,81,34.3
50191,52,TestF52-17,BrF51-64,F,B,1/31/2013,8,4/22/2013,Apr,81,26.1
50194,52,TestF52-18,BrF51-59,M,B,1/31/2013,8,4/22/2013,Apr,81,30.3
50195,52,TestF52-17,BrF51-59,F,B,1/31/2013,8,4/22/2013,Apr,81,19.9
50198,52,TestF52-18,BrF51-62,M,A,1/31/2013,8,4/22/2013,Apr,81,24.7
50201,52,TestF52-19,BrF51-65,F,B,2/1/2013,8,4/22/2013,Apr,80,23.2
50202,52,TestF52-20,BrF51-65,M,A,2/1/2013,8,4/22/2013,Apr,80,28
50205,52,TestF52-19,BrF51-33,F,B,2/1/2013,8,4/22/2013,Apr,80,22.2
50206,52,TestF52-20,BrF51-33,M,B,2/1/2013,8,4/22/2013,Apr,80,27.4
50210,52,TestF52-20,BrF51-34,M,W,2/1/2013,8,4/22/2013,Apr,80,23
50211,52,TestF52-19,BrF51-47,F,W,1/31/2013,8,4/22/2013,Apr,81,19.6
50216,52,TestF52-20,BrF51-47,M,W,1/31/2013,8,4/22/2013,Apr,81,28.8
50217,52,TestF52-19,BrF51-62,F,A,1/31/2013,8,4/22/2013,Apr,81,20.3
50220,52,TestF52-22,BrF51-63,M,B,2/1/2013,8,4/22/2013,Apr,81,32.6
50223,52,TestF52-21,BrF51-48,F,B,2/1/2013,8,4/22/2013,Apr,81,23.5
50225,52,TestF52-21,BrF51-56,F,A,2/1/2013,8,4/22/2013,Apr,81,17.8
50226,52,TestF52-22,BrF51-48,M,W,2/1/2013,8,4/22/2013,Apr,81,25.3
50230,52,TestF52-22,BrF51-56,M,A,2/1/2013,8,4/22/2013,Apr,81,27.5
50234,52,TestF52-24,BrF51-49,M,A,2/1/2013,8,4/22/2013,Apr,81,22.6
50235,52,TestF52-23,BrF51-49,F,A,2/1/2013,8,4/22/2013,Apr,81,20.5
50237,52,TestF52-23,BrF51-32,F,W,1/31/2013,8,4/22/2013,Apr,82,22.6
50238,52,TestF52-23,BrF51-61,F,W,2/1/2013,8,4/22/2013,Apr,82,28.5
50241,52,TestF52-23,BrF51-50,F,A,2/1/2013,8,4/22/2013,Apr,81,23.5
50242,52,TestF52-24,BrF51-50,M,A,2/1/2013,8,4/22/2013,Apr,81,35.2
50245,52,TestF52-24,BrF51-32,M,W,1/31/2013,8,4/22/2013,Apr,81,21.5
50248,52,TestF52-24,BrF51-51,M,B,2/1/2013,8,4/22/2013,Apr,81,31
50252,52,TestF52-26,BrF51-41,M,B,1/31/2013,8,4/22/2013,Apr,82,30.6
50253,52,TestF52-25,BrF51-51,F,B,2/1/2013,8,4/22/2013,Apr,81,19.8
50255,52,TestF52-25,BrF51-41,F,A,1/31/2013,8,4/22/2013,Apr,82,21
50258,52,TestF52-26,BrF51-60,M,W,2/1/2013,8,4/22/2013,Apr,81,28.3
50259,52,TestF52-25,BrF51-60,F,W,2/1/2013,8,4/22/2013,Apr,81,21.5
50262,52,TestF52-26,BrF51-52,M,W,2/2/2013,8,4/22/2013,Apr,80,26.1
50265,52,TestF52-27,BrF51-52,F,W,2/2/2013,8,4/22/2013,Apr,80,NA
50266,52,TestF52-26,BrF51-13,M,A,2/4/2013,8,4/22/2013,Apr,78,32.7
50269,52,TestF52-27,BrF51-13,F,B,2/4/2013,8,4/22/2013,Apr,78,28.3
50279,52,TestF52-27,BrF51-31,F,B,2/14/2013,8,4/22/2013,Apr,68,22.9
50282,52,TestF52-30,BrF51-26,M,W,2/17/2013,9,5/27/2013,May,89,30.4
50286,52,TestF52-30,BrF51-35,M,A,2/17/2013,9,5/27/2013,May,89,33.6
50288,52,TestF52-30,BrF51-29,M,B,2/18/2013,9,5/27/2013,May,88,35.6
50293,52,TestF52-31,BrF51-30,F,A,2/19/2013,9,5/27/2013,May,87,20.2
50296,52,TestF52-32,BrF51-30,M,A,2/19/2013,9,5/27/2013,May,87,34.2
50299,52,TestF52-31,BrF51-45,F,B,2/22/2013,9,5/27/2013,May,84,25.3
50300,52,TestF52-32,BrF51-45,M,B,2/22/2013,9,5/27/2013,May,84,39.2
50303,52,TestF52-31,BrF51-57,F,W,2/22/2013,9,5/27/2013,May,84,22.6
50304,52,TestF52-32,BrF51-57,M,W,2/22/2013,9,5/27/2013,May,84,29.7
50310,52,TestF52-32,BrF51-61,M,W,2/1/2013,9,5/27/2013,May,84,35.4
50311,52,TestF52-33,BrF51-77,F,W,2/27/2013,9,5/27/2013,May,79,23.9
50315,52,TestF52-33,BrF51-86,F,A,2/27/2013,9,5/27/2013,May,79,23.8
50316,52,TestF52-34,BrF51-72,M,A,2/27/2013,9,5/27/2013,May,79,36.1
50322,52,TestF52-34,BrF51-86,M,B,2/27/2013,9,5/27/2013,May,79,32.5
50326,52,TestF52-34,BrF51-38,M,W,2/27/2013,9,5/27/2013,May,79,41
50327,52,TestF52-33,BrF51-88,F,B,2/27/2013,9,5/27/2013,May,79,23.3
50330,52,TestF52-34,BrF51-88,M,B,2/27/2013,9,5/27/2013,May,79,32.8
50333,52,TestF52-35,BrF51-75,F,W,2/27/2013,9,5/27/2013,May,79,21.7
50335,52,TestF52-35,BrF51-74,F,B,2/27/2013,9,5/27/2013,May,79,23.2
50336,52,TestF52-36,BrF51-75,M,A,2/27/2013,9,5/27/2013,May,79,31.9
50340,52,TestF52-36,BrF51-74,M,B,2/27/2013,9,5/27/2013,May,79,29.3
50341,52,TestF52-37,BrF51-92,F,A,3/1/2013,9,5/27/2013,May,77,2
50344,52,TestF52-38,BrF51-92,M,B,3/1/2013,9,5/27/2013,May,77,32.4
50345,52,TestF52-37,BrF51-85,F,W,3/1/2013,9,5/27/2013,May,77,27.4
50348,52,TestF52-38,BrF51-85,M,B,3/1/2013,9,5/27/2013,May,77,38.9
50351,52,TestF52-37,BrF51-79,F,B,3/1/2013,9,5/27/2013,May,77,21
50354,52,TestF52-38,BrF51-79,M,W,3/1/2013,9,5/27/2013,May,77,32.3
50355,52,TestF52-37,BrF51-87,F,B,3/1/2013,9,5/27/2013,May,77,20.2
50358,52,TestF52-38,BrF51-87,M,A,3/1/2013,9,5/27/2013,May,77,29.8
50359,52,TestF52-39,BrF51-76,F,B,3/1/2013,9,5/28/2013,May,81,30.5
50364,52,TestF52-40,BrF51-80,M,W,3/2/2013,9,5/28/2013,May,80,33.8
50365,52,TestF52-39,BrF51-80,F,W,3/2/2013,9,5/28/2013,May,80,23.6
50369,52,TestF52-39,BrF51-90,F,W,3/2/2013,9,5/28/2013,May,80,25.5
50370,52,TestF52-40,BrF51-90,M,W,3/2/2013,9,5/28/2013,May,80,31.3
50374,52,TestF52-40,BrF51-89,M,W,3/2/2013,9,5/28/2013,May,80,28.9
50375,52,TestF52-41,BrF51-89,F,B,3/2/2013,9,5/28/2013,May,80,21.7
50377,52,TestF52-41,BrF51-34,F,W,3/1/2013,9,5/28/2013,May,81,24.6
50382,52,TestF52-42,BrF51-28,M,A,3/5/2013,9,5/28/2013,May,77,35.2
50383,52,TestF52-43,BrF51-28,F,A,3/5/2013,9,5/28/2013,May,77,26.2
50385,52,TestF52-43,BrF51-73,F,B,3/4/2013,9,5/28/2013,May,78,29.4
50386,52,TestF52-42,BrF51-73,M,B,3/4/2013,9,5/28/2013,May,78,31.3
50390,52,TestF52-42,BrF51-82,M,W,3/4/2013,9,5/28/2013,May,78,32.3
50391,52,TestF52-43,BrF51-82,F,W,3/4/2013,9,5/28/2013,May,78,22.7
50396,52,TestF52-42,BrF51-95,M,B,3/5/2013,9,5/28/2013,May,77,40.3
50397,52,TestF52-43,BrF51-95,F,W,3/5/2013,9,5/28/2013,May,77,23
50404,52,TestF52-44,BrF51-71,M,W,3/5/2013,9,5/28/2013,May,77,30.7
50405,52,TestF52-45,BrF51-71,F,A,3/5/2013,9,5/28/2013,May,77,23
50406,52,TestF52-44,BrF51-78,M,B,3/5/2013,9,5/28/2013,May,77,29.6
50407,52,TestF52-45,BrF51-78,F,W,3/5/2013,9,5/28/2013,May,77,21.9
50411,52,TestF52-45,BrF51-93,F,A,3/6/2013,9,5/28/2013,May,76,24.9
50412,52,TestF52-44,BrF51-93,M,A,3/6/2013,9,5/28/2013,May,76,35
50417,52,TestF52-45,BrF51-94,F,A,3/6/2013,9,5/28/2013,May,76,25.8
50419,52,TestF52-47,BrF51-26,F,W,3/10/2013,9,5/28/2013,May,72,20.5
50420,52,TestF52-44,BrF51-94,M,A,3/6/2013,9,5/28/2013,May,76,28.1
50421,52,TestF52-47,BrF51-84,F,B,3/9/2013,9,5/28/2013,May,73,40.1
50429,52,TestF52-47,BrF51-66,F,W,3/11/2013,9,5/28/2013,May,71,20.7
50430,52,TestF52-46,BrF51-84,M,B,3/9/2013,9,5/28/2013,May,73,33
50431,52,TestF52-47,BrF51-46,F,B,3/16/2013,9,5/28/2013,May,66,22.1
50432,52,TestF52-46,BrF51-66,M,A,3/11/2013,9,5/28/2013,May,71,28.2
50474,53,TestF53-02,BrF52-01,M,A,4/25/2013,10,7/15/2013,Jul,81,33
50475,53,TestF53-01,BrF52-01,F,A,4/25/2013,10,7/15/2013,Jul,81,26.6
50478,53,TestF53-02,BrF52-04,M,W,4/25/2013,10,7/15/2013,Jul,81,32.7
50479,53,TestF53-01,BrF52-04,F,B,4/25/2013,10,7/15/2013,Jul,81,20.5
50482,53,TestF53-02,BrF52-06,M,B,4/24/2013,10,7/15/2013,Jul,82,31.3
50485,53,TestF53-01,BrF52-06,F,B,4/24/2013,10,7/15/2013,Jul,82,22.9
50486,53,TestF53-02,BrF52-07,M,W,4/24/2013,10,7/15/2013,Jul,82,31.3
50487,53,TestF53-01,BrF52-07,F,W,4/24/2013,10,7/15/2013,Jul,82,24
50490,53,TestF53-04,BrF52-10,M,B,4/25/2013,10,7/15/2013,Jul,81,27.8
50491,53,TestF53-03,BrF52-10,F,W,4/25/2013,10,7/15/2013,Jul,81,21.9
50494,53,TestF53-04,BrF52-11,M,W,4/25/2013,10,7/15/2013,Jul,81,27.8
50496,53,TestF53-04,BrF52-14,M,A,4/24/2013,10,7/15/2013,Jul,82,30.6
50497,53,TestF53-03,BrF52-11,F,W,4/25/2013,10,7/15/2013,Jul,81,30.4
50500,53,TestF53-04,BrF52-16,M,W,4/25/2013,10,7/15/2013,Jul,81,27.5
50701,53,TestF53-03,BrF52-14,F,A,4/24/2013,10,7/15/2013,Jul,82,24.1
50703,53,TestF53-03,BrF52-16,F,B,4/25/2013,10,7/15/2013,Jul,81,23.3
50704,53,TestF53-06,BrF52-22,M,W,4/24/2013,10,7/15/2013,Jul,82,27.7
50707,53,TestF53-05,BrF52-22,F,W,4/24/2013,10,7/15/2013,Jul,82,22.8
50708,53,TestF53-06,BrF52-27,M,A,4/23/2013,10,7/15/2013,Jul,83,33.4
50712,53,TestF53-06,BrF52-24,M,B,4/25/2013,10,7/15/2013,Jul,81,27.7
50715,53,TestF53-05,BrF52-27,F,A,4/23/2013,10,7/15/2013,Jul,83,21.3
50716,53,TestF53-06,BrF52-28,M,B,4/25/2013,10,7/15/2013,Jul,81,44.3
50719,53,TestF53-05,BrF52-24,F,B,4/25/2013,10,7/15/2013,Jul,81,24.6
50722,53,TestF53-08,BrF52-30,M,W,4/24/2013,10,7/15/2013,Jul,82,31.6
50723,53,TestF53-05,BrF52-28,F,B,4/25/2013,10,7/15/2013,Jul,81,27.6
50728,53,TestF53-08,BrF52-31,M,B,4/25/2013,10,7/15/2013,Jul,81,28
50729,53,TestF53-07,BrF52-30,F,W,4/24/2013,10,7/15/2013,Jul,82,20.9
50731,53,TestF53-07,BrF52-31,F,B,4/25/2013,10,7/15/2013,Jul,81,22.1
50735,53,TestF53-07,BrF52-12,F,A,4/26/2013,10,7/15/2013,Jul,80,21
50736,53,TestF53-08,BrF52-12,M,A,4/26/2013,10,7/15/2013,Jul,80,28.3
50740,53,TestF53-08,BrF52-13,M,W,4/26/2013,10,7/15/2013,Jul,80,31.9
50741,53,TestF53-07,BrF52-13,F,W,4/26/2013,10,7/15/2013,Jul,80,21
50744,53,TestF53-10,BrF52-15,M,W,4/26/2013,10,7/16/2013,Jul,81,36.8
50745,53,TestF53-09,BrF52-15,F,B,4/26/2013,10,7/15/2013,Jul,80,24.1
50746,53,TestF53-10,BrF52-17,M,B,4/26/2013,10,7/16/2013,Jul,81,26.5
50749,53,TestF53-09,BrF52-17,F,W,4/26/2013,10,7/15/2013,Jul,80,22.9
50752,53,TestF53-10,BrF52-18,M,A,4/26/2013,10,7/16/2013,Jul,81,37.2
50753,53,TestF53-09,BrF52-18,F,W,4/26/2013,10,7/15/2013,Jul,80,21.6
50755,53,TestF53-09,BrF52-19,F,A,4/26/2013,10,7/15/2013,Jul,80,22.7
50756,53,TestF53-10,BrF52-19,M,B,4/26/2013,10,7/16/2013,Jul,81,32.8
50760,53,TestF53-12,BrF52-21,M,A,4/26/2013,10,7/16/2013,Jul,81,38.4
50763,53,TestF53-11,BrF52-21,F,A,4/26/2013,10,7/16/2013,Jul,81,30
50764,53,TestF53-12,BrF52-23,M,B,4/26/2013,10,7/16/2013,Jul,81,32.7
50767,53,TestF53-11,BrF52-23,F,W,4/26/2013,10,7/16/2013,Jul,81,25.8
50770,53,TestF53-12,BrF52-02,M,A,4/26/2013,10,7/16/2013,Jul,81,25.4
50771,53,TestF53-11,BrF52-02,F,A,4/26/2013,10,7/16/2013,Jul,81,24
50774,53,TestF53-12,BrF52-05,M,B,4/26/2013,10,7/16/2013,Jul,81,27.9
50775,53,TestF53-11,BrF52-05,F,B,4/26/2013,10,7/16/2013,Jul,81,20.9
50778,53,TestF53-14,BrF52-08,M,W,4/26/2013,10,7/16/2013,Jul,81,30.6
50779,53,TestF53-13,BrF52-08,F,W,4/26/2013,10,7/16/2013,Jul,81,24.3
50784,53,TestF53-14,BrF52-09,M,A,4/26/2013,10,7/16/2013,Jul,81,31.2
50787,53,TestF53-13,BrF52-09,F,A,4/26/2013,10,7/16/2013,Jul,81,21.6
50788,53,TestF53-14,BrF52-25,M,B,4/26/2013,10,7/16/2013,Jul,81,32.8
50792,53,TestF53-13,BrF52-25,F,B,4/26/2013,10,7/16/2013,Jul,81,22
50793,53,TestF53-15,BrF52-32,F,W,4/26/2013,10,7/16/2013,Jul,81,22.7
50794,53,TestF53-16,BrF52-32,M,B,4/26/2013,10,7/16/2013,Jul,81,28.9
50795,53,TestF53-15,BrF52-33,F,B,5/16/2013,10,7/16/2013,Jul,81,26.4
50797,53,TestF53-15,BrF52-03,F,W,4/27/2013,10,7/16/2013,Jul,80,25.6
50798,53,TestF53-18,BrF52-29,M,A,4/27/2013,10,7/16/2013,Jul,80,32.9
50799,53,TestF53-17,BrF52-20,F,W,4/27/2013,10,7/16/2013,Jul,80,19.4
51201,53,TestF53-21,BrF52-63,F,B,6/2/2013,11,8/26/2013,Aug,86,26.4
51202,53,TestF53-22,BrF52-46,M,W,6/4/2013,11,8/26/2013,Aug,84,29.8
51204,53,TestF53-22,BrF52-63,M,A,6/2/2013,11,8/26/2013,Aug,86,33.3
51205,53,TestF53-21,BrF52-38,F,A,6/3/2013,11,8/26/2013,Aug,85,24.5
51209,53,TestF53-21,BrF52-57,F,B,6/3/2013,11,8/26/2013,Aug,85,32.2
51210,53,TestF53-22,BrF52-38,M,B,6/3/2013,11,8/26/2013,Aug,85,33.5
51211,53,TestF53-21,BrF52-60,F,A,6/4/2013,11,8/26/2013,Aug,84,18.7
51216,53,TestF53-22,BrF52-57,M,B,6/3/2013,11,8/26/2013,Aug,85,40.2
51219,53,TestF53-23,BrF52-62,F,B,6/4/2013,11,8/26/2013,Aug,84,26.5
51220,53,TestF53-24,BrF52-60,M,A,6/4/2013,11,8/26/2013,Aug,84,22.6
51221,53,TestF53-23,BrF52-55,F,B,6/3/2013,11,8/26/2013,Aug,85,23.7
51223,53,TestF53-23,BrF52-49,F,A,6/4/2013,11,8/26/2013,Aug,84,18.6
51224,53,TestF53-24,BrF52-62,M,W,6/4/2013,11,8/26/2013,Aug,84,33.6
51228,53,TestF53-24,BrF52-55,M,B,6/3/2013,11,8/26/2013,Aug,85,37.4
51229,53,TestF53-23,BrF52-41,F,W,6/4/2013,11,8/26/2013,Aug,84,22.3
51233,53,TestF53-25,BrF52-40,F,B,6/5/2013,11,8/26/2013,Aug,83,26.4
51234,53,TestF53-24,BrF52-49,M,A,6/4/2013,11,8/26/2013,Aug,84,26.6
51236,53,TestF53-26,BrF52-41,M,W,6/4/2013,11,8/26/2013,Aug,84,37.4
51239,53,TestF53-25,BrF52-47,F,W,6/4/2013,11,8/26/2013,Aug,84,22.8
51240,53,TestF53-26,BrF52-40,M,B,6/5/2013,11,8/26/2013,Aug,83,34.5
51241,53,TestF53-25,BrF52-36,F,B,6/5/2013,11,8/26/2013,Aug,83,28.2
51243,53,TestF53-29,BrF52-56,F,B,6/5/2013,11,8/27/2013,Aug,83,23.1
51244,53,TestF53-26,BrF52-47,M,A,6/4/2013,11,8/26/2013,Aug,84,32.9
51245,53,TestF53-29,BrF52-64,F,B,6/4/2013,11,8/27/2013,Aug,84,26.5
51247,53,TestF53-25,BrF52-39,F,W,6/5/2013,11,8/26/2013,Aug,83,16.9
51250,53,TestF53-26,BrF52-36,M,W,6/5/2013,11,8/26/2013,Aug,83,40.6
51254,53,TestF53-30,BrF52-64,M,B,6/4/2013,11,8/27/2013,Aug,84,31.2
51257,53,TestF53-27,BrF52-37,F,A,6/5/2013,11,8/26/2013,Aug,85,28.4
51258,53,TestF53-28,BrF52-39,M,B,6/5/2013,11,8/27/2013,Aug,83,31
51259,53,TestF53-27,BrF52-59,F,W,6/5/2013,11,8/26/2013,Aug,83,21
51262,53,TestF53-28,BrF52-37,M,A,6/5/2013,11,8/27/2013,Aug,85,31.8
51263,53,TestF53-29,BrF52-43,F,W,6/6/2013,11,8/27/2013,Aug,82,27
51268,53,TestF53-28,BrF52-59,M,W,6/5/2013,11,8/27/2013,Aug,83,27.5
51272,53,TestF53-30,BrF52-56,M,B,6/5/2013,11,8/27/2013,Aug,83,30.3
51275,53,TestF53-33,BrF52-65,F,A,6/6/2013,11,8/27/2013,Aug,75,20.1
51276,53,TestF53-30,BrF52-43,M,A,6/6/2013,11,8/27/2013,Aug,82,37.7
51277,53,TestF53-29,BrF52-45,F,A,6/6/2013,11,8/27/2013,Aug,82,20.1
51280,53,TestF53-30,BrF52-45,M,W,6/6/2013,11,8/27/2013,Aug,82,30.3
51281,53,TestF53-31,BrF52-52,F,B,6/5/2013,11,8/27/2013,Aug,76,25.1
51283,53,TestF53-31,BrF52-53,F,A,6/6/2013,11,8/27/2013,Aug,75,20.9
51284,53,TestF53-32,BrF52-52,M,B,6/5/2013,11,8/27/2013,Aug,76,25.7
51288,53,TestF53-32,BrF52-53,M,A,6/6/2013,11,8/27/2013,Aug,75,30.1
51289,53,TestF53-31,BrF52-61,F,A,6/6/2013,11,8/27/2013,Aug,75,23.4
51291,53,TestF53-27,BrF52-54,F,B,6/7/2013,11,8/26/2013,Aug,81,24.6
