id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	cpp.diff	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	sens	glu.age	glu.weight	glucose	rip.age	rip.weight	tail	wild	brain	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim
49462	52	BR	BrF51-1	48415	48430	114	102	20	0.5	1/2/2013	TestF52-04	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	1	32.6	2	33.1	0	33.3	5	33.1	2	32.7	5	33.7	8	1493	1050	960	1004	1104	1229	6840	107.3	134.8	128.5	160.3	185.6	139	855.5	0.475277778	17	19	17	21	18	19	111	337	357	274	376	408	348	2100	357	283	235	272	195	212	1554	468	544	492	389	497	468	2858	373	254	236	228	231	165	1487	1699	1507	1396	1522	1364	912	8400	149.9	153.7	187.6	120.1	132.5	57.7	801.5	0.44528	27	20	20	24	22	18	131	-0.03	0	0	0	0	0	0	0	758	70	37	129	77	38.7	8.5	0	y	35.5	63	1	58.50013308	67.47537929	73.08756987	66.35436075	33.45833333	-11.33333333	42
49466	52	AGR	BrF51-3	48303	49006	114	89	20	0.666666667	1/2/2013	TestF52-04	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	2	28	5	29.3	2	29.7	8	30.3	3	30.1	7	31.3	5	2230	1553	1230	1131	1218	1272	8634	137.9	152.7	145.2	130.7	166.7	173.7	906.9	0.503833333	22	21	25	17	18	15	118	224	164	153	172	175	135	1023	271	170	96	134	183	79	933	326	298	295	240	268	149	1576	232	196	158	88	146	91	911	2193	1732	1463	1333	1389	1036	9146	145	143.5	169.7	174.3	163.7	160.9	957.1	0.53172	37	24	18	26	20	16	141	0.027888889	0	0	0	0	0	0	0	553	70	30	107	77	30.5	8.5	0	n	30.3	63	2	33.21022727	17.59943182	33.32386364	28.04450758	57.16666667	-41	92
49467	52	BR	BrF51-3	48303	49006	114	89	20	0.666666667	1/2/2013	TestF52-03	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	10	16.6	2	15.6	0	15.4	1	15.7	0	16.2	2	16.3	3	2166	2196	2005	1616	2002	2058	12043	150.9	205.3	198.5	220.1	194.9	199.2	1168.9	0.649388889	31	30	28	19	30	26	164	473	366	392	352	322	371	2276	528	294	298	113	245	166	1644	675	605	453	453	411	425	3022	425	384	244	351	308	276	1988	2647	2253	2365	1631	1283	1695	11874	133.9	172.1	170.6	173.1	154.3	195.3	999.3	0.55517	33	32	31	27	32	33	188	-0.094222222	0	0	0	0	0	0	0	746	70	16.6	74	77	18.2	7.5	0	n	18.2	63	2	17.54791041	27.71992611	57.48441468	34.2507504	40	10.16666667	33
49470	52	WR	BrF51-4	48309	49018	115	89	19	0.555555556	1/3/2013	TestF52-04	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	3	28	5	29.2	0	29.8	9	29.7	0	29.9	5	29.7	4	1963	1518	1220	1198	1526	1384	8809	136.4	160.8	160.8	157.9	114	127.1	857	0.476111111	22	19	14	14	23	26	118	456	281	263	282	244	214	1740	391	182	137	174	204	149	1237	407	323	261	221	271	190	1673	308	226	183	142	212	154	1225	1499	879	1201	955	867	757	6158	158.6	143.6	132.8	188.6	152.2	132.3	908.1	0.5045	30	23	20	18	11	16	118	0.028388889	0	0	0	0	0	0	0	-67	69	31.5	105	76	32.6	8.5	0	n	30.4	62	3	13.58622669	27.98640791	43.73673639	28.436457	107.7083333	-69.16666667	101
49471	52	BL	BrF51-4	48309	49018	115	89	19	0.555555556	1/3/2013	TestF52-03	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	11	20.2	2	19.8	0	20	5	20.5	0	19.6	2	21	2	1608	944	1305	1133	1006	995	6991	157.9	257.7	204.6	153.3	176.4	191.1	1141	0.633888889	31	14	37	22	33	22	159	591	528	605	709	502	485	3420	507	312	324	325	209	84	1761	384	788	273	353	392	547	2737	293	210	299	279	158	151	1390	2102	1820	1582	1562	1436	1409	9911	185.3	212.7	198.9	237.8	220.8	199.8	1255.3	0.69739	42	40	56	34	27	37	236	0.0635	0	0	0	0	0	0	0	-683	69	21.9	92	76	23.2	8.4	0	y	21.1	62	3	27.77292973	39.48550132	53.55694937	40.27179347	52.79166667	-25.16666667	29
49472	52	WL	BrF51-5	48413	49072	114	78	21	0.583333333	1/2/2013	TestF52-04	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	4	22	0	22.1	0	22.5	4	22.9	0	22.4	4	22.3	2	1713	1746	1032	1812	1767	1204	9274	139	189.2	194.9	191.7	173.7	127.2	1015.7	0.564277778	31	38	18	43	36	25	191	628	629	595	548	529	476	3405	401	295	247	200	231	213	1587	568	575	575	502	465	291	2976	268	235	279	176	237	117	1312	1990	1537	1146	1207	1304	1213	8397	147	171.5	170.3	133.7	144.6	134.4	901.5	0.50083	49	32	23	24	34	33	195	-0.063444444	0	0	0	0	0	0	0	-429	70	23.1	79	77	24	7.4	0	n	23.2	63	4	62.24966603	75.80706591	84.8537646	74.30349885	67.125	-49.33333333	29
49475	52	WL	BrF51-5	48413	49072	114	78	21	0.583333333	1/2/2013	TestF52-03	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	12	19.5	0	19.3	0	18.9	3	18.9	0	18.8	3	19.4	4	2186	1841	1453	1273	1408	1512	9673	143.9	155.3	124.5	149.8	154.3	183.2	911	0.506111111	51	31	30	21	29	19	181	293	278	207	204	275	278	1535	359	233	154	216	115	90	1167	265	385	308	315	291	231	1795	317	232	164	186	141	170	1210	1670	1325	1159	911	935	781	6781	174.2	149.6	185.3	160.6	164.7	106.1	940.5	0.5225	39	32	27	23	19	16	156	0.016388889	0	0	0	0	0	0	0	260	70	19.8	114	77	20.5	7.1	0	n	19.4	63	4	62.44317632	54.65132024	46.77241513	54.6223039	27.08333333	-4.333333333	35
49476	52	WR	BrF51-6	48327	48307	112	114	21	0.555555556	1/2/2013	TestF52-06	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	7	26.7	0	28.1	0	28.7	4	29.2	0	29.4	5	30.3	3	1208	986	883	898	735	822	5532	130.7	139.3	121.2	121.8	115.4	106.3	734.7	0.408166667	36	26	25	29	23	26	165	311	257	226	196	254	195	1439	260	184	148	171	162	136	1061	238	166	81	99	105	46	735	212	125	117	161	128	99	842	1350	915	824	894	650	696	5329	109	103.1	118.2	166.6	108.9	153.9	759.7	0.42206	30	26	16	16	14	20	122	0.013888889	0	0	0	0	0	0	0	-704	70	30.3	128	78	31.8	8.6	0	n	29.7	63	1	32.94321419	52.01626635	76.37186691	53.77711582	81.625	5.833333333	47
49479	52	BL	BrF51-6	48327	48307	112	114	21	0.555555556	1/2/2013	TestF52-05	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	8	19.3	0	20.8	0	21.4	8	21.8	1	21.3	2	20.8	1	1452	1710	1153	1248	1037	910	7510	173.7	156.5	149.9	179.5	175.1	183	1017.7	0.565388889	43	48	35	29	31	28	214	218	138	231	299	318	329	1533	217	177	79	142	112	103	830	241	401	382	276	357	301	1958	242	152	100	80	83	119	776	1503	936	727	913	746	863	5688	152.6	169.7	138.5	183.6	167.5	137.6	949.5	0.5275	41	32	22	25	15	23	158	-0.037888889	0	0	0	0	0	0	0	425	70	19.8	114	77	20.6	7.8	0	n	19.7	63	1	44.49039022	40.2446127	45.65521258	43.46340516	16.375	4.666666667	43
49482	52	BR	BrF51-11	48336	48462	113	91	20	0.25	1/3/2013	TestF52-06	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	10	29.3	7	29.9	2	30.6	9	30.9	0	30.7	7	30.3	2	2138	1809	1602	1419	1487	897	9352	155	176.3	160.4	197	178.3	214.7	1081.7	0.600944444	40	25	22	25	24	12	148	186	196	272	204	279	299	1436	251	115	140	136	130	137	909	306	397	309	276	269	320	1877	247	162	128	144	104	82	867	1413	1113	1234	907	762	710	6139	178.5	141.2	173.6	185.7	152.2	137	968.2	0.53789	23	27	24	25	17	12	128	-0.063055556	0	0	0	0	0	0	0	441	69	31.9	160	77	34	8.5	0	n	30.9	62	2	56.77107207	72.58212376	78.43391902	69.26237162	47.66666667	-23.16666667	28
49485	52	BR	BrF51-11	48336	48462	113	91	20	0.25	1/3/2013	TestF52-05	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	9	19.7	2	20.4	0	20.7	5	20.4	0	20.1	6	20.8	3	1539	1476	1412	1434	1389	1185	8435	93.7	100.5	106.2	93.5	115	101.3	610.2	0.339	24	24	16	26	26	24	140	458	545	491	503	383	404	2784	326	214	164	163	86	163	1116	594	643	556	550	455	544	3342	294	241	187	183	178	123	1206	1924	1914	1584	1369	1597	1470	9858	154.4	172.8	174.5	176.7	157.2	155.6	991.2	0.55067	25	20	15	15	16	20	111	0.211666667	0	0	0	0	0	0	0	558	69	21	95	76	20.5	7.9	0	y	20.6	62	2	56.20746376	71.27377403	81.05376786	69.51166855	28.04166667	9	32
49486	52	AGR	BrF51-21	48405	49030	111	88	20	0.2	1/3/2013	TestF52-06	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	11	26.8	5	27.8	0	28.6	4	28.6	0	28.1	3	28.6	4	1274	1685	1377	1654	1302	1254	8546	159.8	172.9	206.7	169	176.9	192.6	1077.9	0.598833333	23	40	32	37	30	35	197	385	344	390	267	332	381	2099	392	207	268	214	137	172	1390	402	507	477	339	295	312	2332	343	292	261	152	131	124	1303	1842	1714	1774	1585	1533	1276	9724	138.8	202.1	125.2	195.7	171.9	170.2	1003.9	0.55772	30	25	21	15	18	16	125	-0.041111111	0	0	0	0	0	0	0	233	69	28.8	121	77	31.1	8	0	n	28.5	62	3	37.53761643	46.0616193	60.08478624	47.89467399	52.79166667	27.83333333	34
49487	52	AGL	BrF51-21	48405	49030	111	88	20	0.2	1/3/2013	TestF52-05	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	5	20.6	4	22	0	21.8	6	21.6	2	20.9	3	20.8	3	2120	1807	1699	1724	2317	1726	11393	139.9	154.1	163.4	168.9	154.1	182.5	962.9	0.534944444	18	25	20	28	40	31	162	321	285	197	307	272	294	1676	323	178	255	192	213	188	1349	380	381	410	489	408	417	2485	297	212	219	189	159	115	1191	2154	1667	1409	1549	1465	1869	10113	186	212.4	176.8	185.7	161.4	197.7	1120	0.62222	29	29	23	22	24	30	157	0.087277778	0	0	0	0	0	0	0	809	69	23.5	119	76	22.8	7.7	0	n	21.9	62	3	36.88626029	55.69312014	72.04275408	54.87404483	58.375	-13	31
49490	52	WL	BrF51-17	48421	48310	112	115	20	0.461538462	1/3/2013	TestF52-06	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	12	17.7	5	19.2	1	20	7	20.7	1	20.3	6	18.9	6	2812	2303	2022	1966	1940	1816	12859	154.5	126.2	132.8	128.7	120.5	116.6	779.3	0.432944444	46	49	38	36	47	43	259	791	708	553	344	602	567	3565	527	352	286	233	134	162	1694	589	625	627	515	390	315	3061	453	303	302	271	172	124	1625	2453	2430	1681	1501	1500	1398	10963	169.2	159.6	174.1	154.5	199.8	169	1026.2	0.57011	39	52	35	28	25	21	200	0.137166667	0	0	0	0	0	0	0	-504	69	19.7	116	77	21.5	7.7	0	y	18.5	62	4	23.61842105	58.63411395	75.63676968	52.62976823	56.83333333	10.66666667	37
49494	52	WR	BrF51-15	48319	49050	113	88	20	0.416666667	1/3/2013	TestF52-08	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	5	30	4	31	1	31.4	6	31.6	0	31.2	7	30.4	4	2422	1932	1562	1436	1707	1482	10541	126.4	159.6	171.4	100.3	149.3	130	837	0.465	26	22	19	17	18	17	119	445	387	329	344	244	189	1938	322	185	186	245	136	166	1240	417	526	456	464	455	355	2673	364	210	224	189	178	212	1377	1576	1402	1148	1469	1219	1112	7926	172.1	126.8	170.1	173.8	148.8	165.8	957.4	0.53189	42	27	23	24	18	19	153	0.066888889	0	0	0	0	0	0	0	735	69	30.9	118	77	32.1	8.4	0	n	30	62	1	50.55282696	70.57681325	73.86065106	64.99676375	62.66666667	-29.5	47
49497	52	WL	BrF51-17	48421	48310	112	115	20	0.461538462	1/3/2013	TestF52-05	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	6	16.6	0	17.6	0	17.3	5	17.5	3	16.7	5	16.7	4	2460	2428	1878	1552	1407	1549	11274	159.7	148.5	131.4	159.1	143.9	134.8	877.4	0.487444444	30	34	23	18	26	26	157	419	313	314	449	358	379	2232	379	141	282	185	211	175	1373	635	500	423	523	572	377	3030	372	219	197	193	242	136	1359	2291	1321	1187	825	1123	1125	7872	189.8	208.3	149	135.6	141.2	213.8	1037.7	0.5765	20	17	19	10	21	12	99	0.089055556	0	0	0	0	0	0	0	798	69	17.5	70	76	17.4	7.5	0	n	16.5	62	4	54.77213833	71.63971048	83.79143955	70.06776279	45.375	-21.33333333	37
49498	52	AGR	BrF51-14	48339	49046	111	86	22	0.7	1/1/2013	TestF52-08	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	50	6	24.5	0	25.6	3	25.7	7	25.2	1	25.1	3	25.1	7	2072	1659	1077	1024	863	872	7567	160.8	147.5	202.5	150.6	206.3	172.6	1040.3	0.577944444	20	23	15	17	10	19	104	213	194	465	505	638	349	2364	293	190	133	131	116	118	981	475	597	628	539	615	378	3232	279	159	117	113	120	127	915	1659	1718	1390	1467	1586	1297	9117	185.6	189.3	195.7	168.1	184.7	182.9	1106.3	0.61461	18	30	18	23	22	21	132	0.036666667	0	0	0	0	0	0	0	868	71	27.5	159	79	29.9	8.1	0	y	26.1	64	2	71.83420126	78.08046345	86.32418041	78.74628171	61.20833333	-21.16666667	31
49499	52	AGL	BrF51-15	48319	49050	113	88	20	0.416666667	1/3/2013	TestF52-07	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	1	18.8	1	19.3	0	19.6	3	19.7	1	19.6	3	20.1	6	1274	1279	1122	1349	1434	1490	7948	139.3	137.9	147.4	180.4	146.3	162.9	914.2	0.507888889	16	19	15	25	30	22	127	234	106	87	120	191	146	884	140	91	122	139	143	100	735	107	266	226	266	346	375	1586	103	73	87	115	86	170	634	1376	1897	1676	1345	1430	1375	9099	125	179.2	198.5	183.6	85.4	208.8	980.5	0.54472	20	34	36	22	25	33	170	0.036833333	0	0	0	0	0	0	0	702	69	21.8	81	77	21.9	7.5	8	n	20.2	62	1	59.48465328	71.99128458	81.54604017	71.00732601	29.08333333	-6.166666667	49
50076	53	WR	BrF52-33	50339	49460	58	115	20	0.625	4/26/2013	TestF53-16	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	11	23.4	6	24.3	0	29.3	6	23.8	0	24.5	6	24.3	3	1886	1557	1661	1408	1426	1485	9423	153.6	144.6	146.5	156.6	142.4	144.2	887.9	0.493277778	20	43	45	44	34	45	231	344	332	237	221	89	66	1289	394	268	277	270	234	160	1603	413	300	303	247	252	260	1775	326	305	294	177	242	161	1505	2312	2213	1937	2169	1654	1608	11893	161.2	157.6	178.5	133.8	186.3	191.1	1008.5	0.56028	48	44	32	40	37	33	186	0.067	0	0	0	0	0	0	0	486	73	26.4	90	81	27.8	8	0	y	26.8	67	2	28.93672383	50.20816085	79.84269663	52.99586044	50.25	-56	35
50078	53	WR	BrF52-3	49429	50196	116	86	20	0.666666667	4/27/2013	TestF53-18	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	4	25.4	3	25.8	1	25.8	4	25.8	0	25.5	5	25.2	5	1777	1539	1508	1351	1380	906	8461	157.1	211.5	180.3	196.9	189.1	201	1135.9	0.631055556	24	25	29	30	33	19	160	258	165	251	251	298	333	1556	270	178	173	121	130	49	921	310	308	125	331	282	101	1457	253	212	226	182	119	145	1137	1744	1153	1509	1581	929	968	7884	145.8	128.4	162.2	172.1	102.8	132.5	843.8	0.46878	46	36	44	53	20	36	189	-0.162277778	0	0	0	0	0	0	0	-99	72	25.1	126	80	26.4	8.1	9	y	25	66	1	76.41405191	81.19253622	82.55915772	80.05524862	36.16666667	-0.166666667	47
50085	53	WR	BrF52-29	50233	50110	85	114	20	0.714285714	4/27/2013	TestF53-17	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	2	20	3	20.5	1	20.5	3	21.1	0	20.5	4	21.6	3	2839	2634	1767	1798	2016	1679	12733	124.6	179.9	128.1	149	169.9	164.1	915.6	0.508666667	29	30	32	27	38	27	183	741	496	525	532	684	685	3663	539	316	324	348	233	326	2086	493	604	392	687	614	654	3444	597	393	271	459	374	285	2379	4135	3111	2690	2316	1894	1686	15832	153.8	159.7	150	127.7	118.1	180.7	890	0.49444	67	49	34	30	24	26	163	-0.014222222	0	0	0	0	0	0	0	-219	72	23.4	81	80	25.2	7.8	1	n	20	66	4	46.09243198	58.04339794	59.74005072	54.62529355	91.16666667	-0.5	24
50086	53	BL	BrF52-20	50139	50222	115	86	20	0.75	4/27/2013	TestF53-18	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	6	24.2	12	25.7	5	25.9	6	26.3	3	26	8	25.5	6	2488	2541	2142	1855	2296	1894	13216	140.3	220.9	209.6	156.9	168.6	150.7	1047	0.581666667	36	45	42	36	56	38	253	476	299	346	332	361	312	2126	206	178	101	87	128	117	817	198	343	409	528	476	375	2329	294	244	148	172	237	126	1221	1354	1425	1108	1502	803	1018	7210	171.1	118.6	188	165.7	157.7	118.9	920	0.51111	32	28	13	33	20	21	115	-0.070555556	0	0	0	0	0	0	0	203	72	25.7	67	80	27.3	8.3	0	n	31.9	66	3	-14.45970696	34.4047619	22.02380952	13.98962149	41.08333333	-42	54
50092	53	AGL	BrF52-26	50199	50130	85	115	21	0.538461538	4/26/2013	TestF53-18	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	7	24.4	5	24.7	1	25.8	7	26.4	0	26	6	25.4	3	1195	718	918	788	1018	561	5198	164.3	142.9	144.7	169.8	124.3	152.6	898.6	0.499222222	34	18	22	21	26	16	137	292	317	199	253	186	245	1492	332	169	140	121	178	119	1059	250	162	115	194	217	107	1045	255	172	197	138	127	193	1082	1805	1596	1348	977	1051	1181	7958	154.8	146.7	166.9	129.4	91.8	151.3	840.9	0.46717	58	47	42	31	34	44	198	-0.032055556	0	0	0	0	0	0	0	-447	73	31.7	66	81	27.6	8	0	n	25.7	67	4	50.28193618	56.01111766	72.9825381	59.75853065	233.5833333	-47.16666667	27
50094	53	WR	BrF52-34	50173	49478	93	121	20	0.666666667	5/3/2013	TestF53-20	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	45	10	23.8	3	25.5	0	26	3	26	0	25.5	2	25.2	4	1670	1349	865	951	755	1014	6604	133.1	124.9	174.9	125.5	137.2	131.2	826.8	0.459333333	46	43	24	22	16	27	178	354	171	208	190	251	263	1437	324	117	117	118	84	88	848	348	335	338	285	276	330	1912	232	93	103	111	65	95	699	2626	2031	1871	1816	1712	1232	11288	160	149.2	130.6	77.5	137.4	217.5	872.2	0.48456	64	50	44	32	40	26	192	0.025222222	0	0	0	0	0	0	0	475	66	26.6	111	74	26.2	8	2	n	26.1	60	3	21.88259988	-3.49522293	26.31658946	14.90132214	87.79166667	-51.5	33
50095	53	AGR	BrF52-26	50199	50130	85	115	21	0.538461538	4/26/2013	TestF53-17	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	3	21	0	21.5	1	21.1	4	21.4	1	21.2	5	21.8	5	1186	1387	1534	1195	1020	1062	7384	166.8	164.1	148.8	132.8	145.8	194.1	952.4	0.529111111	38	39	41	48	25	31	222	291	176	79	78	135	147	906	256	85	164	93	91	166	855	318	137	42	88	234	165	984	164	128	96	157	97	34	676	1426	877	855	1449	1145	903	6655	205.4	233.5	204.1	185.3	175.7	151.3	1155.3	0.64183	44	33	28	34	33	29	157	0.112722222	0	0	0	0	0	0	0	78	73	23.8	97	81	24.5	8	0	y	23.7	67	1	31.24310738	39.38960273	49.895104	40.17593804	59.08333333	-9	48
50099	53	WR	BrF52-34	50173	49478	93	121	20	0.666666667	5/3/2013	TestF53-19	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	45	8	16.9	2	16.9	1	17.3	1	17.8	0	18.1	3	18	2	1507	1149	944	1246	911	1126	6883	168.9	184.3	199.1	177.6	196.6	168	1094.5	0.608055556	34	27	21	22	19	34	157	373	312	284	348	352	402	2071	343	162	196	177	177	145	1200	381	362	339	374	429	392	2277	253	173	176	156	109	120	987	1734	1280	1099	805	878	654	6450	142.9	123.4	146.5	126.6	113.9	62.5	715.8	0.39767	38	31	39	28	24	11	133	-0.210388889	0	0	0	0	0	0	0	206	66	19.7	73	74	20.7	8	0	y	20.9	60	2	27.75223705	39.33064398	61.78949685	42.95745929	62.04166667	-13.33333333	31
50100	53	BL	BrF52-35	50177	50136	89	118	23	0.25	4/30/2013	TestF53-20	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	48	11	26.9	3	27.5	0	28	5	28.4	2	28.1	3	29.1	3	2087	1896	1850	1189	1187	1234	9443	140.8	152.1	186.3	170.6	134.9	151.7	936.4	0.520222222	27	23	33	24	38	31	176	340	349	310	258	254	264	1775	258	186	182	215	246	166	1253	445	325	315	389	387	362	2223	260	250	219	126	134	117	1106	1695	1569	1487	1465	1637	1375	9228	150.9	159	156.1	107.3	108.8	137.2	819.3	0.45517	44	36	34	58	52	35	215	-0.065055556	0	0	0	0	0	0	0	448	69	32.1	93	77	33.7	8.5	0	y	30.9	63	4	32.6326761	57.18500944	70.05424517	53.29064357	69.41666667	-6.166666667	43
50102	52	BR	BrF51-20	48341	48454	109	89	22	0.625	1/1/2013	TestF52-08	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	50	7	25	4	25.6	3	25.4	3	25.6	0	24.8	7	26.3	4	1343	1080	915	765	428	727	5258	132.1	113.5	138.6	107.8	105.9	142.6	740.5	0.411388889	29	30	25	24	10	32	150	256	419	280	211	237	251	1654	300	291	223	225	305	249	1593	216	299	216	248	225	212	1416	152	183	169	137	94	200	935	965	779	730	947	802	1008	5231	154.3	162.9	127.2	150.1	163.7	94.2	852.4	0.47356	26	30	18	32	23	30	159	0.062166667	0	0	0	0	0	0	0	-238	71	28.5	167	79	29.3	7.8	0	n	26.7	64	3	23.22349223	44.81688236	52.19495845	40.07844435	137.8333333	-10.16666667	26
50103	52	WR	BrF51-14	48339	49046	111	86	22	0.7	1/1/2013	TestF52-07	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	50	2	17.5	4	17.2	0	17.5	6	17.4	4	17.2	6	17.6	3	2259	2134	1574	2484	1384	1460	11295	114.9	165.2	91.3	67.1	89	138.9	666.4	0.370222222	18	34	23	31	34	19	159	241	136	84	132	147	115	855	198	95	119	146	101	74	733	248	107	83	118	94	107	757	147	110	115	139	260	197	968	2371	1777	2007	1748	2387	2246	12536	115.5	76	179.3	226.6	158.2	194.9	950.5	0.52806	33	27	34	13	44	28	179	0.157833333	0	0	0	0	0	0	0	-98	71	18.2	137	79	19.6	7.6	0	n	19.6	64	2	48.23114565	53.35060449	70.64622913	57.40932642	42.70833333	-24.66666667	31
50106	52	WL	BrF51-16	48349	48308	111	114	21	0.5	1/2/2013	TestF52-08	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	49	8	24	0	24.7	0	24.9	1	25.1	0	24.7	1	24.6	0	1733	1830	1263	1617	1240	1154	8837	140.2	122.9	120	171	157.1	147.3	858.5	0.476944444	33	41	23	31	33	21	182	359	270	323	282	282	287	1803	239	189	79	88	126	125	846	399	460	387	494	369	262	2371	280	193	219	189	37	82	1000	3177	2630	2290	1983	1975	1850	13905	162.9	168	180.8	187	141.9	131	971.6	0.53978	34	23	31	29	41	21	179	0.062833333	0	0	0	0	0	0	0	568	70	25.3	146	78	26.9	8.4	0	n	24.5	63	4	24.16954426	63.44293638	93.65724754	60.42324273	142.375	34.33333333	35
50107	52	BL	BrF51-20	48341	48454	109	89	22	0.625	1/1/2013	TestF52-07	F	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	50	3	21.4	2	21.7	1	21.6	5	21.8	2	21.8	7	21.7	3	1099	967	992	970	980	995	6003	150.4	203.8	150.2	197.7	125.6	140.7	968.4	0.538	21	20	25	26	27	20	139	249	263	252	285	325	266	1640	240	233	161	205	174	207	1220	433	589	510	515	500	446	2993	226	141	137	237	174	109	1024	1407	1406	1281	1176	1206	1019	7495	168.5	92.2	142.9	146.3	164.5	100.6	815	0.45278	34	28	37	39	36	26	200	-0.085222222	0	0	0	0	0	0	0	1353	71	21.4	145	79	22.1	7.4	0	y	21.5	64	3	20.69453893	25.37237924	45.16915084	30.41202301	71.45833333	0.333333333	32
50114	52	WR	BrF51-8	48320	48388	113	113	20	0.6	1/3/2013	TestF52-10	M	7	2/20/2013	3/6/2013	3/13/2013	3/20/2013	Feb	Mar	Mar	Mar	48	1	21.4	11	22	1	22.3	6	22.6	1	21.6	3	20.8	5	2499	2807	2497	2316	1464	1961	13544	142.8	183.3	167	176.4	185.7	178.4	1033.6	0.574222222	23	35	28	30	21	24	161	325	336	255	255	489	432	2092	418	201	248	238	232	187	1524	493	507	502	457	471	476	2906	286	257	237	220	249	223	1472	2681	2315	1654	2009	1992	2259	12910	180.1	229.2	204.6	128.4	199.4	194.9	1136.6	0.63144	41	26	20	31	37	24	179	0.057222222	0	0	0	0	0	0	0	814	69	23.4	115	77	25.3	8.1	0	n	22.9	62	1	16.33031674	38.00452489	40.56561086	31.63348416	42.33333333	-10.5	45
