"id"	"cpp.diff"	"sens"	"cpp1.1"	"cpp1.2"	"cpp1.3"	"cpp1.4"	"cpp1.5"	"cpp1.6"	"cpp1.t"	"cpp1.p"	"cpp8.1"	"cpp8.2"	"cpp8.3"	"cpp8.4"	"cpp8.5"	"cpp8.6"	"cpp8.t"	"cpp8.p"	"sc1.1"	"sc1.2"	"sc1.3"	"sc1.4"	"sc1.5"	"sc1.6"	"sc1.t"	"sc8.1"	"sc8.2"	"sc8.3"	"sc8.4"	"sc8.5"	"sc8.6"	"sc8.t"	"act1.1"	"act1.2"	"act1.3"	"act1.4"	"act1.5"	"act1.6"	"act1.t"	"act2.1"	"act2.2"	"act2.3"	"act2.4"	"act2.5"	"act2.6"	"act2.t"	"act3.1"	"act3.2"	"act3.3"	"act3.4"	"act3.5"	"act3.6"	"act3.t"	"act4.1"	"act4.2"	"act4.3"	"act4.4"	"act4.5"	"act4.6"	"act4.t"	"act5.1"	"act5.2"	"act5.3"	"act5.4"	"act5.5"	"act5.6"	"act5.t"	"act8.1"	"act8.2"	"act8.3"	"act8.4"	"act8.5"	"act8.6"	"act8.t"	"ppi3"	"ppi6"	"ppi12"	"avg.ppi"	"startle"	"habituation"	"glucose"	"tail"	"wild"	"ppi3.logit"	"ppi6.logit"	"ppi12.logit"	"wild.binary"
49217	0.069222222	634	97.6	119.2	178.1	88.7	144.9	82.5	711	0.395	187.8	176	164.8	89.1	125.5	92.4	835.6	0.46422	26	39	29	26	36	30	186	37	19	25	16	22	28	147	1259	1461	1269	960	1068	1118	7135	378	256	242	344	325	210	1755	371	243	234	270	105	195	1418	552	463	377	389	254	354	2389	359	312	400	297	262	390	2020	1769	807	914	773	761	953	5977	45.08914769	57.04292487	68.67824384	56.93677213	44.33333333	-15.5	77	"8.3"	NA	-2.34396534919648	-2.24131377870155	-2.16018787108504	NA
49218	0.074333333	1156	139.1	111.1	154.5	102.3	144.4	124.3	775.7	0.430944444	160.2	124.5	156.5	171.5	155.3	141.5	909.5	0.50528	26	30	26	30	32	28	172	35	25	31	34	35	23	183	1777	1641	1312	1478	1249	1235	8692	442	249	220	332	398	310	1951	329	261	254	256	220	217	1537	345	569	551	551	618	473	3107	319	244	282	233	223	179	1480	1889	1223	1322	1406	1381	1017	8238	21.43747403	42.6838388	52.53219776	38.88450353	54.45833333	3.5	116	"7.8"	NA	-2.66789437170059	-2.367878825835	-2.27728697158813	NA
49221	0.031166667	542	174.8	171.1	127.6	155	134.8	153.5	916.8	0.509333333	165.5	172.3	177.7	170.5	171.8	115.1	972.9	0.5405	59	28	23	30	48	30	218	64	43	54	36	28	38	263	2085	1590	1122	1363	1450	1160	8770	439	404	396	530	475	478	2722	465	282	152	129	144	101	1273	594	423	464	536	604	643	3264	275	171	196	192	206	98	1138	2104	1792	1687	1267	1082	1030	8962	57.60334646	80.85875984	85.55610236	74.67273622	67.33333333	7.5	78	"7.8"	NA	-2.23704337095225	-2.08874699817345	-2.06401736819811	NA
49222	0.135	133	148.5	136.5	143.2	135.7	111.1	152	827	0.459444444	189.3	180.2	172.8	171.6	174.4	181.7	1070	0.59444	50	40	24	42	36	37	229	40	25	30	36	52	34	217	2192	2102	1774	1872	1677	1714	11331	635	583	493	506	515	487	3219	443	224	297	292	306	190	1752	664	487	551	530	622	498	3352	479	376	351	299	265	304	2074	2840	2112	1798	1838	2289	1595	12472	42.85633255	72.53451597	87.27861475	67.55648776	98.04166667	20.66666667	113	"7.8"	NA	-2.36611977007676	-2.13629366847204	-2.05528505503433	NA
49226	0.169166667	372	169.1	149.5	159.4	127.8	104.5	135	845.3	0.469611111	198.5	178.8	190	179.7	209.5	193.3	1149.8	0.63878	31	25	29	25	31	30	171	44	32	40	35	27	27	205	2056	1778	1669	1557	1694	1760	10514	508	366	323	344	390	323	2254	434	374	394	252	272	219	1945	508	497	414	409	425	373	2626	490	430	335	200	307	234	1996	2404	1970	1756	1648	1335	1370	10483	38.9176826	72.18275974	82.40392707	64.50145647	45.75	-28.83333333	125	"8.2"	NA	-2.40815955729863	-2.13842029141973	-2.08045850715066	NA
49229	0.040666667	1731	134.1	119.4	135.7	139.6	151.5	157.5	837.8	0.465444444	169.9	171.7	148.1	148.1	113.4	159.8	911	0.50611	44	60	64	52	53	44	317	58	94	94	78	68	61	453	2873	3119	3643	3057	2838	2454	17984	614	522	479	563	530	543	3251	588	595	627	510	497	479	3296	731	754	810	807	981	899	4982	528	577	346	382	352	386	2571	3379	4943	3918	3239	3056	3081	21616	32.31585194	36.57117425	59.39396187	42.76032935	57.16666667	5.166666667	63	"7.7"	NA	-2.48917865810803	-2.43526991758575	-2.22367056653856	NA
49230	-0.278222222	-483	151.9	194.5	219.3	194	192	170.3	1122	0.623333333	145.4	88.9	99.1	102.5	25.6	159.7	621.2	0.34511	32	25	16	21	23	17	134	47	37	22	20	8	23	157	2106	2030	1369	1499	1541	1428	9973	479	455	466	576	463	349	2788	320	248	186	260	162	86	1262	496	632	305	279	342	251	2305	233	244	249	130	66	163	1085	2700	2169	1467	1593	847	1683	10459	29.94566501	48.93928656	53.8530593	44.24600362	24.20833333	-3	63	"7.9"	NA	-2.52236356314348	-2.30821174207632	-2.26644449118982	NA
49231	0.081777778	-402	140.4	171.8	131.7	135.2	158	147.7	884.8	0.491555556	179.3	177.4	135.3	164.7	173.9	201.4	1032	0.57333	21	23	21	29	18	26	138	39	27	32	23	17	18	156	1950	1888	1620	1794	1354	1394	10000	511	438	541	654	639	578	3361	454	226	358	299	280	152	1769	599	450	377	531	570	432	2959	369	295	307	262	338	307	1878	2485	2169	2218	1438	1375	1306	10991	49.13367454	53.53755833	69.339154	57.33679562	51.58333333	-34.5	89	"7.6"	NA	-2.30648164744885	-2.26901008647805	-2.15599961145857	NA
49233	0.039277778	549	185.4	177	193.7	183.8	184.5	162.3	1086.7	0.603722222	162.3	162	209.1	181.6	233.9	208.5	1157.4	0.643	26	21	22	22	16	26	133	22	31	18	18	12	12	113	1572	1179	1228	1042	839	1202	7062	479	359	339	408	428	451	2464	430	316	394	262	175	173	1750	413	510	403	530	611	546	3013	271	221	256	217	201	187	1353	1275	1247	1083	778	669	731	5783	14.61246995	30.82014857	60.42317982	35.28526612	76.875	22.83333333	59	"7.3"	NA	-2.83464129331866	-2.50982470314019	-2.21616431795491	NA
49234	-0.009611111	285	189.4	201.9	188.1	139.5	173.2	120.7	1012.8	0.562666667	165.8	160.9	158.7	153.4	177.9	178.8	995.5	0.55306	35	19	19	22	29	21	145	34	26	22	21	19	4	126	2681	2128	1762	1509	1818	1761	11659	409	415	451	325	461	395	2456	368	325	309	151	142	239	1534	462	529	375	397	482	496	2741	235	303	307	188	249	183	1465	1766	1187	1057	907	1067	356	6340	0.810990993	0.814651172	0.721970222	0.782537462	113.125	1.333333333	91	"7.4"	NA	-3.99995656837923	-3.99995656837923	-3.99995656837923	NA
49237	0.203277778	-493	140.6	124	122.3	119.5	139.8	135.6	781.8	0.434333333	182.9	206.7	213.9	188.2	192.4	163.6	1147.7	0.63761	53	38	47	47	38	32	255	44	27	25	24	33	19	172	1996	1588	1743	1858	1405	1409	9999	411	508	671	678	607	540	3415	499	384	351	359	278	347	2218	740	753	633	271	271	254	2922	434	482	324	342	355	227	2164	1722	1384	1232	1154	1488	950	7930	47.26794779	62.13469906	73.43183466	60.94482717	62.83333333	-7.333333333	85	"7.5"	NA	-2.32337556498066	-2.20395890673034	-2.13091475022651	NA
49238	-0.043111111	274	156.9	148.9	170.2	243.5	154	219	1092.5	0.606944444	187.2	188.3	175.6	162.4	158.6	142.8	1014.9	0.56383	28	15	13	10	9	13	88	38	41	35	38	42	34	228	1558	1128	940	659	767	759	5811	390	360	280	385	283	308	2006	415	225	205	156	213	84	1298	489	410	327	380	355	319	2280	389	242	256	251	184	167	1489	2413	1962	1733	1601	1494	1333	10536	46.56858202	69.10333642	78.91797961	64.86329935	47.33333333	-2.833333333	95	"8.5"	NA	-2.32987981420456	-2.15748944652713	-2.09938308179348	NA
49240	-0.009055556	770	152	149.5	204.1	155.2	184.1	127.8	972.7	0.540388889	193.6	155.1	146.1	169.5	136.8	155.3	956.4	0.53133	41	48	40	38	48	36	251	57	52	46	55	51	40	301	2448	2507	1937	1858	1495	1520	11765	343	347	387	272	228	284	1861	355	282	227	387	108	178	1537	551	485	345	442	425	383	2631	320	246	212	235	268	221	1502	2768	2642	1772	2007	1805	1810	12804	26.14800574	31.79130265	71.90762417	43.28231086	38.66666667	-33.33333333	86	"8.3"	NA	-2.58142434764096	-2.49630879841276	-2.14009086950984	NA
49243	0.082	79	151.6	141.6	170.1	165.8	149.9	113.6	892.6	0.495888889	160.8	195.5	179.2	202.2	159.9	142.6	1040.2	0.57789	41	41	27	33	25	22	189	65	68	37	49	45	28	292	2523	2238	1778	1397	1517	1702	11155	597	772	679	437	574	548	3607	419	369	437	304	298	245	2072	790	609	621	552	564	550	3686	509	290	305	264	264	326	1958	2984	2525	2006	2456	1915	1399	13285	NA	NA	NA	NA	NA	NA	75	"8.3"	NA	NA	NA	NA	NA
49245	-0.016	603	166.1	168.4	209.5	176.8	179.1	166.5	1066.4	0.592444444	178.6	192.2	170.8	164	161.9	170.1	1037.6	0.57644	43	33	25	37	38	23	199	42	35	40	25	33	37	212	3243	2506	1869	2415	2474	1788	14295	508	526	469	552	553	560	3168	576	404	370	333	377	291	2351	644	576	647	605	643	656	3771	453	403	236	205	302	263	1862	3660	3213	2526	2313	2351	2023	16086	NA	NA	NA	NA	NA	NA	93	"8.1"	NA	NA	NA	NA	NA
49246	0.131	-16	132.6	123.1	124.7	126.2	98	118.2	722.8	0.401555556	138.7	187	147.4	170.2	146.6	168.7	958.6	0.53256	27	26	23	25	25	32	158	41	42	39	31	22	21	196	2111	1527	1607	1849	1657	1538	10289	519	414	391	371	483	438	2616	361	315	227	300	274	202	1679	505	385	351	494	395	470	2600	333	230	309	283	289	288	1732	2273	2191	1851	1791	1671	1508	11285	21.02413127	39.93050193	57.21525097	39.38996139	30.125	-30	73	"8.5"	NA	-2.67636791288507	-2.39695759944813	-2.23999623021465	NA
49249	0.080166667	505	159	176.8	162	103.4	185.2	224.1	1010.5	0.561388889	201.9	215.5	199.1	165.4	153.1	219.8	1154.8	0.64156	42	38	49	34	24	36	223	50	55	56	40	38	42	281	2033	1891	2066	1599	1106	1625	10320	721	788	799	747	656	592	4303	522	356	450	523	368	317	2536	1000	924	720	869	642	653	4808	350	491	460	463	394	223	2381	2314	2422	2514	1892	1695	1716	12553	NA	NA	NA	NA	NA	NA	65	"7.5"	NA	NA	NA	NA	NA
49251	0.163166667	703	171.8	102	122.6	94.3	157	101.4	749.1	0.416166667	203.8	195.3	177.8	166.1	175.3	124.5	1042.8	0.57933	47	30	37	27	30	14	185	40	36	33	34	41	23	207	2022	1532	1415	1198	1326	668	8161	324	375	588	461	427	467	2642	385	216	313	284	283	242	1723	711	498	427	571	596	542	3345	429	333	359	146	301	193	1761	3139	2216	1831	1681	1526	1038	11431	NA	NA	NA	NA	NA	NA	75	"8"	NA	NA	NA	NA	NA
49254	0.034277778	-145	147.7	156.9	142.7	168.8	159	128.2	903.3	0.501833333	184.4	175.1	161.9	143.8	162.9	136.9	965	0.53611	26	44	48	41	33	29	221	54	49	32	28	25	21	209	1435	1340	1245	1308	1152	1037	7517	329	388	388	416	417	452	2390	426	228	333	316	175	206	1684	680	591	300	188	200	286	2245	465	277	233	240	237	177	1629	2261	1842	1136	1344	1075	1033	8691	7.343098362	44.38307395	55.74407487	35.82341573	39.08333333	-2.833333333	130	"8.2"	NA	-3.1338016304523	-2.35085079943871	-2.25137358047578	NA
49255	0.110555556	446	148.7	116.4	145.6	158.5	107.9	145.5	822.6	0.457	165.4	183.9	200.7	141	187.1	143.5	1021.6	0.56756	41	25	26	25	20	29	166	33	11	20	24	12	14	114	2358	1727	2102	1785	1472	1371	10815	276	275	274	327	368	406	1926	310	203	217	220	222	152	1324	430	415	383	353	398	393	2372	249	118	224	148	196	155	1090	1459	877	877	1030	747	768	5758	27.07940729	57.40463526	81.24430091	55.24278116	63.70833333	-55.33333333	109	"7.5"	NA	-2.56618320673049	-2.23855280337791	-2.08666428761632	NA
49258	0.110166667	163	120.2	133	148.9	115	81.8	146.3	745.2	0.414	143.3	149.7	176.9	192	153.5	128.1	943.5	0.52417	40	56	46	55	35	28	260	41	30	29	30	40	32	202	2214	2249	1979	1984	1843	1517	11786	383	360	319	326	334	420	2142	367	288	197	230	211	254	1547	375	354	322	357	449	448	2305	237	227	206	224	225	145	1264	2362	1838	1769	1659	2018	1437	11083	10.59103374	27.02968047	54.82175053	30.81415491	78.70833333	-15.83333333	125	"7.8"	NA	-2.97460144192517	-2.56698361480333	-2.25865967246513	NA
49259	0.009833333	259	109.4	128.1	135.1	124.9	174.6	144.5	816.6	0.453666667	160.7	131.8	139.9	109.6	114.6	177.7	834.3	0.4635	33	39	35	41	29	29	206	39	29	29	19	25	41	182	2677	3066	2480	2736	2274	2097	15330	498	469	571	524	565	482	3109	347	160	197	365	278	232	1579	637	652	580	456	558	485	3368	325	366	339	399	344	237	2010	1918	1624	1462	1272	1315	2051	9642	13.17210349	27.76434196	49.82845894	30.25496813	36.16666667	-26.66666667	84	"7.8"	NA	-2.8797724315239	-2.55530514818734	-2.3003531122312	NA
49262	0.064388889	1046	132.8	190.5	125.6	95.1	124.3	153	821.3	0.456277778	159.3	151.9	161.1	181.8	135.7	147.4	937.2	0.52067	25	23	30	20	28	25	151	55	46	26	42	36	33	238	2838	2006	1897	1708	1823	1638	11910	502	356	259	105	23	13	1258	412	317	187	345	257	298	1816	642	391	296	295	324	356	2304	417	338	286	231	163	151	1586	2762	2693	1665	2223	2224	1717	13284	46.04758634	35.64104165	55.26884406	45.65249068	36.75	-2	102	"7.7"	NA	-2.33478868933437	-2.4464989759694	-2.25511266551126	NA
49263	0.074388889	770	160.4	91.3	175.7	119.8	127.4	142.8	817.4	0.454111111	152	146.7	211.7	143	130.5	167.4	951.3	0.5285	49	40	34	21	27	51	222	48	34	37	37	43	36	235	1496	1177	1140	868	884	1426	6991	176	224	137	194	186	199	1116	439	370	302	236	243	234	1824	444	349	336	241	287	229	1886	389	227	298	184	173	167	1438	1951	1637	1253	1234	1211	1261	8547	36.80922766	53.11376661	60.45796431	50.12698619	59.58333333	-4.5	87	"7.4"	NA	-2.43244174107292	-2.27248004987564	-2.21591285485643	NA
49266	0.1415	-525	142.5	189.3	191	200.1	158.2	210.5	1091.6	0.606444444	223.4	241.6	211.8	207.5	200	262	1346.3	0.74794	28	25	31	28	36	26	174	20	21	28	20	25	17	131	1655	1439	1397	1169	1276	997	7933	489	356	312	263	349	401	2170	402	185	191	158	207	216	1359	269	246	263	296	302	269	1645	363	228	155	234	246	183	1409	951	719	1111	1005	1110	680	5576	38.88485366	37.52104251	50.43623157	42.28070925	29.91666667	-30.33333333	111	"7.6"	NA	-2.40852749152868	-2.42409252049266	-2.29506140977721	NA
49267	0.114166667	1390	151.4	170.7	137.3	159.6	165.7	178.5	963.2	0.535111111	207.1	210.7	210.1	194.6	191.1	155.1	1168.7	0.64928	27	26	19	27	30	38	167	45	31	33	32	36	21	198	1404	1543	1130	1341	1171	1306	7895	538	541	494	519	545	470	3107	360	240	347	282	308	368	1905	881	825	728	724	692	647	4497	363	334	312	266	336	273	1884	1865	1174	1282	1361	1302	945	7929	58.06872107	75.21706017	83.31097311	72.19891812	74.95833333	-30	135	"7.1"	NA	-2.2335284958094	-2.12040466210805	-2.07566448734007	NA
49270	0.002611111	-121	125.6	153.3	120	133.4	163.2	137.9	833.4	0.463	133.5	144.6	138.3	161.8	137.4	122.5	838.1	0.46561	28	39	25	23	19	26	160	35	29	25	27	21	30	167	2174	2485	1798	1633	1488	1367	10945	340	337	344	392	398	324	2135	278	268	229	202	260	194	1431	492	356	223	314	333	296	2014	256	170	149	175	190	152	1092	2060	1620	1602	1628	1185	1639	9734	43.49529247	59.94952168	72.16754263	58.53745226	107	-99.16666667	84	"8.4"	NA	-2.35966464795673	-2.21960286753229	-2.13851252194544	NA
49274	0.047833333	717	114.9	111.5	203.8	78.3	87.3	163.1	758.9	0.421611111	158.5	169.8	158.3	80.9	120.5	157	845	0.46944	30	26	24	20	24	17	141	25	18	34	38	20	38	173	2093	1932	1985	1741	1770	1025	10546	301	325	271	356	305	309	1867	305	299	251	173	175	183	1386	399	474	412	438	418	443	2584	298	210	210	218	192	176	1304	2125	1865	1621	1679	1601	1615	10506	55.30374336	81.71063426	88.41889383	75.14442382	62.91666667	-40.16666667	184	"8.2"	NA	-2.25483699438526	-2.0841581930431	-2.0495978618024	NA
49278	-0.121444444	387	160.1	178.2	191.1	203.4	225.5	179.1	1137.4	0.631888889	161.5	165.2	129.6	126.6	188.2	147.7	918.8	0.51044	51	46	26	24	38	28	213	52	42	39	45	33	47	258	3466	2632	2288	1975	2041	1699	14101	476	491	462	580	519	487	3015	493	251	276	280	178	177	1655	586	713	540	523	532	508	3402	497	340	326	299	194	184	1840	3339	3081	2423	2310	2110	2154	15417	35.00255102	53.20153061	65.16326531	51.12244898	34.25	-17.5	164	"7.9"	NA	-2.4543774945495	-2.27175919171163	-2.18315789593815	NA
49282	0.120944444	322	152.1	167.1	120	124.5	232.4	130	926.1	0.5145	172.3	179.5	172.4	178	220.2	221.4	1143.8	0.63544	44	40	33	29	39	28	213	51	52	35	37	52	36	263	1970	1860	1377	1158	1297	1021	8683	514	519	438	379	340	337	2527	451	179	211	129	117	184	1271	588	480	539	461	378	403	2849	340	253	165	204	226	153	1341	2424	2551	1894	1639	1620	1465	11593	13.11077156	38.84896826	53.81574521	35.25849501	71	-28.83333333	142	"8.1"	NA	-2.88180198246232	-2.40893003553578	-2.26674714183378	NA
49286	0.167722222	955	146.8	169	119.2	168.9	98.8	63.7	766.4	0.425777778	216.2	163	217.7	135.5	191.1	144.8	1068.3	0.5935	28	30	22	23	33	16	152	30	16	22	12	11	13	104	1561	1465	1290	1635	1532	1072	8555	399	429	497	377	269	375	2346	343	292	269	182	118	252	1456	451	439	651	607	579	574	3301	488	246	320	247	202	160	1663	1933	1373	1515	958	1012	911	7702	-55.5987395	20.26960784	42.87114846	2.514005602	53.41666667	-58	133	"8.5"	NA	-3.99995656837923	-2.69227346234891	-2.36596900938226	NA
49287	0.086666667	0	134.4	123.4	170.2	210.8	196.6	230.2	1065.6	0.592	187.3	205.2	215.7	208.5	198.9	206	1221.6	0.67867	32	37	31	32	31	34	197	53	33	35	50	35	26	232	1687	1669	1510	1404	1336	1327	8933	538	416	353	272	293	227	2099	415	273	197	208	254	103	1450	622	374	353	294	245	211	2099	213	208	241	215	178	135	1190	2172	1613	1546	1643	1443	969	9386	59.33484404	69.18021861	71.55158624	66.68888296	18.91666667	-13.16666667	110	"7.8"	NA	-2.2241056399801	-2.15700317059002	-2.14226211748703	NA
49289	0.057277778	373	162.3	140.3	158.1	207.2	175.7	98.2	941.8	0.523222222	183.7	175.2	201.4	186.6	142.6	155.4	1044.9	0.5805	41	29	36	32	20	36	194	34	37	32	28	21	27	179	2029	1728	1660	1428	1006	1363	9214	312	340	317	369	345	226	1909	286	241	186	194	141	167	1215	467	382	354	404	324	351	2282	240	241	231	216	171	153	1252	1649	1581	1316	1156	1239	1084	8025	25.48800892	50.25989961	44.48187395	40.07659416	26.33333333	-6	87	"7.9"	NA	-2.59255574631673	-2.29659011979077	-2.34988079233074	NA
49293	0.093888889	1364	160.7	135.5	141.3	154.8	108.7	173.8	874.8	0.486	126.9	149.1	136.6	172.7	236.8	221.7	1043.8	0.57989	35	20	32	24	30	33	174	22	18	29	34	12	14	129	1962	2021	2505	2544	1679	2206	12917	331	222	279	364	375	330	1901	300	184	263	128	186	65	1126	461	579	538	643	571	473	3265	286	219	277	114	255	146	1297	1816	1571	1559	1919	1389	1259	9513	21.51906977	26.84837209	21.71348837	23.36031008	83.16666667	5.333333333	78	"7.7"	NA	-2.66624093804032	-2.56991446388263	-2.66232636947106	NA
49294	0.099333333	347	151.9	129.4	149.3	122.5	144.1	150.2	847.4	0.470777778	173.1	168.2	158.3	177.6	135.6	213.4	1026.2	0.57011	32	28	28	32	21	19	160	35	38	21	19	28	24	165	1822	1674	1814	1504	1266	1133	9213	450	440	418	381	376	370	2435	341	254	253	249	196	193	1486	473	475	470	456	436	472	2782	364	260	292	274	268	156	1614	2254	1682	1350	1215	1599	1373	9473	-4.925540596	5.386576907	42.99163607	14.48422413	58.625	-18.16666667	157	"8.3"	NA	-3.99995656837923	-3.26845313603132	-2.36474489919437	NA
49297	0.059444444	874	161.4	214.2	165.3	170.9	178.3	148.8	1038.9	0.577166667	201.8	200.5	156.4	201.4	185.6	200.2	1145.9	0.63661	78	48	54	45	55	54	334	93	81	50	78	56	68	426	3207	2323	2294	1926	1865	1742	13357	397	421	477	405	458	422	2580	405	263	116	270	210	198	1462	603	615	566	504	568	598	3454	420	274	243	252	208	217	1614	2571	2083	1598	1922	1809	1703	11686	10.12209645	59.38362887	56.07851862	41.86141464	82.25	2.666666667	53	"8"	NA	-2.99428970906784	-2.22374658045996	-2.24876115368524	NA
49298	0.085777778	-477	145.8	189.8	125	117.5	114.4	146.9	839.4	0.466333333	190.1	149.9	188.6	179.4	121.2	164.6	993.8	0.55211	27	22	21	24	15	20	129	29	32	35	40	22	43	201	1106	890	873	953	651	693	5166	214	378	330	284	246	187	1639	174	140	147	203	171	107	942	276	145	201	204	181	155	1162	183	167	128	186	138	115	917	1954	1745	1851	1945	1306	1505	10306	37.35211268	27.92383933	26.89514867	30.72370023	35.375	-9	118	"8.5"	NA	-2.42605961013713	-2.55281045625248	-2.56915643567841	NA
49383	-0.0015	696	121.2	122.5	152	108.1	134	138	775.8	0.431	180.2	129.8	127.6	113.6	129.6	92.3	773.1	0.4295	36	45	40	44	42	48	255	61	44	32	33	33	26	168	2068	2325	2121	1648	1438	1806	11406	361	227	174	178	181	110	1231	300	112	155	218	150	90	1025	384	322	260	357	354	250	1927	367	191	176	149	90	138	1111	2778	1859	1985	1606	1643	1281	11152	29.06862745	42.69607843	45.73529412	39.16666667	62.125	17.33333333	70	"7.5"	0	-2.53531120120105	-2.36775377550565	-2.3377577090679	0
49401	0.0965	419	137.9	128.7	141.7	119.9	117	131.6	776.8	0.431555556	141.4	177.5	169.1	198.5	151.9	112.1	950.5	0.52806	28	34	26	30	25	26	169	34	26	21	15	15	13	124	2127	2375	1967	1825	1459	1461	11214	198	150	87	138	167	145	885	265	282	185	145	227	122	1226	170	252	259	257	241	125	1304	252	223	260	291	222	64	1312	2365	2050	1880	1149	1981	1960	11385	27.2235938	51.44834296	52.69540894	43.78911523	44.625	-22.16666667	136	"8.4"	NA	-2.5638706260064	-2.28638846768813	-2.27593263726221	NA
49404	0.002277778	642	122.4	166	153.8	129.4	153.7	170	895.3	0.497388889	170.3	155.4	133.8	181	136.7	122.2	899.4	0.49967	44	24	36	45	36	24	209	35	28	34	26	22	17	162	2638	1947	1882	1946	1582	1379	11374	465	320	358	259	261	207	1870	434	290	139	132	130	97	1222	445	460	461	411	395	340	2512	348	199	166	153	93	69	1028	2464	2075	1322	1490	1342	1573	10266	74.236178	74.83914467	74.1494895	74.40827072	27.91666667	7.166666667	166	"9.3"	NA	-2.1261483327646	-2.12260873868327	-2.12665956479491	NA
49405	0.143611111	767	134.9	135.1	120.4	145.9	140.2	113.4	789.9	0.438833333	213.9	230.1	195.3	137.3	127.9	143.9	1048.4	0.58244	36	54	66	60	44	51	311	25	30	40	19	39	35	188	2278	2847	2687	2920	2320	2080	15132	368	315	276	329	335	377	2000	276	250	291	237	215	112	1381	356	530	491	505	445	440	2767	261	203	213	231	203	176	1287	1759	2105	1845	1215	1851	1785	10560	61.75154548	75.12511039	83.57374154	73.4834658	44.41666667	1.5	102	"7.6"	NA	-2.20666201850834	-2.12093991769613	-2.0742853410105	NA
49408	0.117555556	377	162.3	164.8	200	174.7	198.3	133.7	1033.8	0.574333333	197.3	235.6	229.1	198.3	195.5	189.6	1245.4	0.69189	24	33	24	23	29	24	157	41	22	22	20	25	25	155	1704	1913	1946	1791	1797	1738	10889	562	585	568	445	485	438	3083	405	318	255	259	177	178	1592	517	620	631	602	570	520	3460	304	189	268	204	255	204	1424	2112	1674	1708	1489	1755	1561	10299	46.38377474	57.18076441	63.56929687	55.71127867	85.54166667	-43.66666667	157	"8.7"	NA	-2.33161480304579	-2.24025958699735	-2.19398300031409	NA
49409	0.029444444	443	204.4	162.2	121.1	135.2	177.9	125.3	926.1	0.5145	156.1	156.3	151.1	153.3	200.8	161.5	979.1	0.54394	35	54	58	55	49	36	287	69	32	33	29	36	35	234	2304	2361	2707	2554	2081	1792	13799	345	274	181	385	428	315	1928	463	323	238	247	170	135	1576	458	447	315	331	426	394	2371	329	228	177	223	234	147	1338	2898	2880	2418	2098	1995	1860	14149	57.66917293	63.84711779	76.27819549	65.93149541	40.79166667	24.16666667	141	"7.5"	NA	-2.23654448705372	-2.19207696817698	-2.11427417061788	NA
49414	0.000944444	-12	139	192.3	211.3	160.9	128.1	189.3	1020.9	0.567166667	185.8	192.8	134	166.5	168	175.5	1022.6	0.56811	19	40	26	29	42	46	202	38	24	33	25	28	17	165	2289	2726	2222	2623	3006	2781	15647	716	478	515	557	425	351	3042	523	303	346	217	318	357	2064	734	569	407	352	443	525	3030	543	474	443	377	422	356	2615	2908	2078	2327	2183	2333	2050	13879	48.17531634	54.03997799	59.8092793	54.00819121	21.16666667	3.333333333	130	"8.5"	0	-2.31507814156189	-2.26493154577836	-2.22062614800115	0
49416	0.065	750	146.7	172.4	126	128.3	182.3	129.5	885.2	0.491777778	181.7	171.3	159.7	161.4	169.2	158.9	1002.2	0.55678	37	51	48	38	33	35	242	71	55	42	40	30	56	294	1421	1531	1205	1275	1124	1208	7764	362	314	407	394	448	349	2274	457	277	376	307	212	251	1880	572	521	440	478	504	509	3024	407	373	403	365	345	250	2143	2309	1875	1533	1484	1317	1533	10051	39.29788738	50.1123066	46.13523914	45.18181104	18.375	10.16666667	93	"8.2"	NA	-2.40392074845553	-2.29787378561929	-2.3339589597648	NA
49417	0.041722222	-34	142.6	176	189	194	162.1	196.9	1060.6	0.589222222	196.4	193.7	198.5	176.3	191	179.8	1135.7	0.63094	59	46	42	46	40	32	265	74	43	36	38	38	52	281	2699	2202	1792	2018	1404	1395	11510	814	717	638	465	563	500	3697	538	426	390	393	293	208	2248	591	536	624	724	717	471	3663	370	361	387	368	328	257	2071	2912	2041	1556	1656	1704	1343	11212	15.86620926	39.14522584	63.9679817	39.6598056	33.875	-13.83333333	122	"8.4"	0	-2.79883721415559	-2.40561780530336	-2.19125033412929	0
49424	0.112333333	260	151.5	155.5	183.8	153.9	162.3	117.4	924.4	0.513555556	210.9	181.1	206.1	210.5	159.8	158.2	1126.6	0.62589	42	30	20	22	25	26	165	32	31	28	24	33	23	171	2733	2344	1857	1871	2197	1712	12714	667	705	556	478	413	455	3274	789	346	241	320	269	224	2189	780	698	713	486	473	384	3534	556	336	174	209	181	183	1639	2722	2282	1585	1616	1576	1562	11343	31.81537175	54.92406708	55.7605985	47.50001244	70.125	32.16666667	114	"8.7"	0	-2.49597907112387	-2.25784541452151	-2.25124414456919	0
49426	0.084555556	-1307	154.1	142.4	155.4	169.2	109	195.5	925.6	0.514222222	178	176.6	185.8	140.9	216.2	180.3	1077.8	0.59878	30	38	29	39	25	25	186	41	46	44	44	29	25	229	1823	1794	1525	1652	1470	1200	9464	719	421	545	547	524	514	3270	200	248	218	278	220	74	1238	211	369	291	387	430	275	1963	233	192	227	183	261	109	1205	1863	1470	1562	1535	927	875	8232	55.58976846	71.29591466	69.66905079	65.51824464	29.04166667	-7.166666667	104	"7.9"	2	-2.2525841665871	-2.14382792221611	-2.15392382901091	1
